"<ID|readonly|noverify>";"<English>";"<French>";"<Italian>";"<German>";"<Spanish>";"<Russian>";"<Polish>";"<Czech>";"<Turkish>";"<Chinese>";"<Japanese>";"<Portuguese>";"<Ukrainian>";"<Serbian>";"<Hungarian>";"<Korean>";"<Belarusian>";"<Romanian>";"<TChinese>";"<HChinese>";"<Comments>";"<max_chars>"
"gladiator_j8a_iacobi/pewdiepie";"<color=#CCA43B>«Swedish Lasagna» camouflage</color>";"<color=#CCA43B>«Swedish Lasagna» camouflage</color>";"<color=#CCA43B>«Swedish Lasagna» camouflage</color>";"<color=#CCA43B>«Swedish Lasagna» camouflage</color>";"<color=#CCA43B>«Swedish Lasagna» camouflage</color>";"<color=#CCA43B>«Swedish Lasagna» camouflage</color>";"<color=#CCA43B>«Swedish Lasagna» camouflage</color>";"<color=#CCA43B>«Swedish Lasagna» camouflage</color>";"<color=#CCA43B>«Swedish Lasagna» camouflage</color>";"<color=#CCA43B>«Swedish Lasagna» camouflage</color>";"<color=#CCA43B>«Swedish Lasagna» camouflage</color>";"<color=#CCA43B>«Swedish Lasagna» camouflage</color>";"<color=#CCA43B>«Swedish Lasagna» camouflage</color>";"<color=#CCA43B>«Swedish Lasagna» camouflage</color>";"<color=#CCA43B>«Swedish Lasagna» camouflage</color>";"<color=#CCA43B>«Swedish Lasagna» camouflage</color>";"<color=#CCA43B>«Swedish Lasagna» camouflage</color>";"<color=#CCA43B>«Swedish Lasagna» camouflage</color>";"<color=#CCA43B>«Swedish Lasagna» camouflage</color>";"<color=#CCA43B>«Swedish Lasagna» camouflage</color>";;
"gladiator_j8a_iacobi/pewdiepie/desc";"Theoretical Youtube camouflage, J 8A S/N 29042020, Youtube, 100M Division «Brofist», 1st Fan Air Wing, 2020.";"Theoretical Youtube camouflage, J 8A S/N 29042020, Youtube, 100M Division «Brofist», 1st Fan Air Wing, 2020.";"Theoretical Youtube camouflage, J 8A S/N 29042020, Youtube, 100M Division «Brofist», 1st Fan Air Wing, 2020.";"Theoretical Youtube camouflage, J 8A S/N 29042020, Youtube, 100M Division «Brofist», 1st Fan Air Wing, 2020.";"Theoretical Youtube camouflage, J 8A S/N 29042020, Youtube, 100M Division «Brofist», 1st Fan Air Wing, 2020.";"Theoretical Youtube camouflage, J 8A S/N 29042020, Youtube, 100M Division «Brofist», 1st Fan Air Wing, 2020.";"Theoretical Youtube camouflage, J 8A S/N 29042020, Youtube, 100M Division «Brofist», 1st Fan Air Wing, 2020.";"Theoretical Youtube camouflage, J 8A S/N 29042020, Youtube, 100M Division «Brofist», 1st Fan Air Wing, 2020.";"Theoretical Youtube camouflage, J 8A S/N 29042020, Youtube, 100M Division «Brofist», 1st Fan Air Wing, 2020.";"Theoretical Youtube camouflage, J 8A S/N 29042020, Youtube, 100M Division «Brofist», 1st Fan Air Wing, 2020.";"Theoretical Youtube camouflage, J 8A S/N 29042020, Youtube, 100M Division «Brofist», 1st Fan Air Wing, 2020.";"Theoretical Youtube camouflage, J 8A S/N 29042020, Youtube, 100M Division «Brofist», 1st Fan Air Wing, 2020.";"Theoretical Youtube camouflage, J 8A S/N 29042020, Youtube, 100M Division «Brofist», 1st Fan Air Wing, 2020.";"Theoretical Youtube camouflage, J 8A S/N 29042020, Youtube, 100M Division «Brofist», 1st Fan Air Wing, 2020.";"Theoretical Youtube camouflage, J 8A S/N 29042020, Youtube, 100M Division «Brofist», 1st Fan Air Wing, 2020.";"Theoretical Youtube camouflage, J 8A S/N 29042020, Youtube, 100M Division «Brofist», 1st Fan Air Wing, 2020.";"Theoretical Youtube camouflage, J 8A S/N 29042020, Youtube, 100M Division «Brofist», 1st Fan Air Wing, 2020.";"Theoretical Youtube camouflage, J 8A S/N 29042020, Youtube, 100M Division «Brofist», 1st Fan Air Wing, 2020.";"Theoretical Youtube camouflage, J 8A S/N 29042020, Youtube, 100M Division «Brofist», 1st Fan Air Wing, 2020.";"Theoretical Youtube camouflage, J 8A S/N 29042020, Youtube, 100M Division «Brofist», 1st Fan Air Wing, 2020.";;
"sw_strv_m39/pewdiepie";"<color=#CCA43B>«Swedish Lasagna» camouflage</color>";"<color=#CCA43B>«Swedish Lasagna» camouflage</color>";"<color=#CCA43B>«Swedish Lasagna» camouflage</color>";"<color=#CCA43B>«Swedish Lasagna» camouflage</color>";"<color=#CCA43B>«Swedish Lasagna» camouflage</color>";"<color=#CCA43B>«Swedish Lasagna» camouflage</color>";"<color=#CCA43B>«Swedish Lasagna» camouflage</color>";"<color=#CCA43B>«Swedish Lasagna» camouflage</color>";"<color=#CCA43B>«Swedish Lasagna» camouflage</color>";"<color=#CCA43B>«Swedish Lasagna» camouflage</color>";"<color=#CCA43B>«Swedish Lasagna» camouflage</color>";"<color=#CCA43B>«Swedish Lasagna» camouflage</color>";"<color=#CCA43B>«Swedish Lasagna» camouflage</color>";"<color=#CCA43B>«Swedish Lasagna» camouflage</color>";"<color=#CCA43B>«Swedish Lasagna» camouflage</color>";"<color=#CCA43B>«Swedish Lasagna» camouflage</color>";"<color=#CCA43B>«Swedish Lasagna» camouflage</color>";"<color=#CCA43B>«Swedish Lasagna» camouflage</color>";"<color=#CCA43B>«Swedish Lasagna» camouflage</color>";"<color=#CCA43B>«Swedish Lasagna» camouflage</color>";;
"sw_strv_m39/pewdiepie/desc";"Theoretical Youtube camouflage, Strv m/39 S/N 29042020, Youtube, 100M Division «Brofist», 1st Fan Tank Regiment, 2020.";"Theoretical Youtube camouflage, Strv m/39 S/N 29042020, Youtube, 100M Division «Brofist», 1st Fan Tank Regiment, 2020.";"Theoretical Youtube camouflage, Strv m/39 S/N 29042020, Youtube, 100M Division «Brofist», 1st Fan Tank Regiment, 2020.";"Theoretical Youtube camouflage, Strv m/39 S/N 29042020, Youtube, 100M Division «Brofist», 1st Fan Tank Regiment, 2020.";"Theoretical Youtube camouflage, Strv m/39 S/N 29042020, Youtube, 100M Division «Brofist», 1st Fan Tank Regiment, 2020.";"Theoretical Youtube camouflage, Strv m/39 S/N 29042020, Youtube, 100M Division «Brofist», 1st Fan Tank Regiment, 2020.";"Theoretical Youtube camouflage, Strv m/39 S/N 29042020, Youtube, 100M Division «Brofist», 1st Fan Tank Regiment, 2020.";"Theoretical Youtube camouflage, Strv m/39 S/N 29042020, Youtube, 100M Division «Brofist», 1st Fan Tank Regiment, 2020.";"Theoretical Youtube camouflage, Strv m/39 S/N 29042020, Youtube, 100M Division «Brofist», 1st Fan Tank Regiment, 2020.";"Theoretical Youtube camouflage, Strv m/39 S/N 29042020, Youtube, 100M Division «Brofist», 1st Fan Tank Regiment, 2020.";"Theoretical Youtube camouflage, Strv m/39 S/N 29042020, Youtube, 100M Division «Brofist», 1st Fan Tank Regiment, 2020.";"Theoretical Youtube camouflage, Strv m/39 S/N 29042020, Youtube, 100M Division «Brofist», 1st Fan Tank Regiment, 2020.";"Theoretical Youtube camouflage, Strv m/39 S/N 29042020, Youtube, 100M Division «Brofist», 1st Fan Tank Regiment, 2020.";"Theoretical Youtube camouflage, Strv m/39 S/N 29042020, Youtube, 100M Division «Brofist», 1st Fan Tank Regiment, 2020.";"Theoretical Youtube camouflage, Strv m/39 S/N 29042020, Youtube, 100M Division «Brofist», 1st Fan Tank Regiment, 2020.";"Theoretical Youtube camouflage, Strv m/39 S/N 29042020, Youtube, 100M Division «Brofist», 1st Fan Tank Regiment, 2020.";"Theoretical Youtube camouflage, Strv m/39 S/N 29042020, Youtube, 100M Division «Brofist», 1st Fan Tank Regiment, 2020.";"Theoretical Youtube camouflage, Strv m/39 S/N 29042020, Youtube, 100M Division «Brofist», 1st Fan Tank Regiment, 2020.";"Theoretical Youtube camouflage, Strv m/39 S/N 29042020, Youtube, 100M Division «Brofist», 1st Fan Tank Regiment, 2020.";"Theoretical Youtube camouflage, Strv m/39 S/N 29042020, Youtube, 100M Division «Brofist», 1st Fan Tank Regiment, 2020.";;
"us_m551/green_team";"«Dragon» camouflage";"«Dragon» camouflage";"«Dragon» camouflage";"«Dragon» camouflage";"«Dragon» camouflage";"«Dragon» camouflage";"«Dragon» camouflage";"«Dragon» camouflage";"«Dragon» camouflage";"«Dragon» camouflage";"«Dragon» camouflage";"«Dragon» camouflage";"«Dragon» camouflage";"«Dragon» camouflage";"«Dragon» camouflage";"«Dragon» camouflage";"«Dragon» camouflage";"«Dragon» camouflage";"«Dragon» camouflage";"«Dragon» camouflage";;
"us_m551/green_team/desc";"Dragon Team Jersey camouflage, M551, Blue Team, 2018.";"Dragon Team Jersey camouflage, M551, Blue Team, 2018.";"Dragon Team Jersey camouflage, M551, Blue Team, 2018.";"Dragon Team Jersey camouflage, M551, Blue Team, 2018.";"Dragon Team Jersey camouflage, M551, Blue Team, 2018.";"Dragon Team Jersey camouflage, M551, Blue Team, 2018.";"Dragon Team Jersey camouflage, M551, Blue Team, 2018.";"Dragon Team Jersey camouflage, M551, Blue Team, 2018.";"Dragon Team Jersey camouflage, M551, Blue Team, 2018.";"Dragon Team Jersey camouflage, M551, Blue Team, 2018.";"Dragon Team Jersey camouflage, M551, Blue Team, 2018.";"Dragon Team Jersey camouflage, M551, Blue Team, 2018.";"Dragon Team Jersey camouflage, M551, Blue Team, 2018.";"Dragon Team Jersey camouflage, M551, Blue Team, 2018.";"Dragon Team Jersey camouflage, M551, Blue Team, 2018.";"Dragon Team Jersey camouflage, M551, Blue Team, 2018.";"Dragon Team Jersey camouflage, M551, Blue Team, 2018.";"Dragon Team Jersey camouflage, M551, Blue Team, 2018.";"Dragon Team Jersey camouflage, M551, Blue Team, 2018.";"Dragon Team Jersey camouflage, M551, Blue Team, 2018.";;
"us_m551/orange_team";"«Tiger» camouflage";"«Tiger» camouflage";"«Tiger» camouflage";"«Tiger» camouflage";"«Tiger» camouflage";"«Tiger» camouflage";"«Tiger» camouflage";"«Tiger» camouflage";"«Tiger» camouflage";"«Tiger» camouflage";"«Tiger» camouflage";"«Tiger» camouflage";"«Tiger» camouflage";"«Tiger» camouflage";"«Tiger» camouflage";"«Tiger» camouflage";"«Tiger» camouflage";"«Tiger» camouflage";"«Tiger» camouflage";"«Tiger» camouflage";;
"us_m551/orange_team/desc";"Tiger Team Jersey camouflage, M551, Orange Team, 2018.";"Tiger Team Jersey camouflage, M551, Orange Team, 2018.";"Tiger Team Jersey camouflage, M551, Orange Team, 2018.";"Tiger Team Jersey camouflage, M551, Orange Team, 2018.";"Tiger Team Jersey camouflage, M551, Orange Team, 2018.";"Tiger Team Jersey camouflage, M551, Orange Team, 2018.";"Tiger Team Jersey camouflage, M551, Orange Team, 2018.";"Tiger Team Jersey camouflage, M551, Orange Team, 2018.";"Tiger Team Jersey camouflage, M551, Orange Team, 2018.";"Tiger Team Jersey camouflage, M551, Orange Team, 2018.";"Tiger Team Jersey camouflage, M551, Orange Team, 2018.";"Tiger Team Jersey camouflage, M551, Orange Team, 2018.";"Tiger Team Jersey camouflage, M551, Orange Team, 2018.";"Tiger Team Jersey camouflage, M551, Orange Team, 2018.";"Tiger Team Jersey camouflage, M551, Orange Team, 2018.";"Tiger Team Jersey camouflage, M551, Orange Team, 2018.";"Tiger Team Jersey camouflage, M551, Orange Team, 2018.";"Tiger Team Jersey camouflage, M551, Orange Team, 2018.";"Tiger Team Jersey camouflage, M551, Orange Team, 2018.";"Tiger Team Jersey camouflage, M551, Orange Team, 2018.";;
"germ_pzkpfw_V_ausf_a_panther/movie";"<color=#CCA43B>«Rosamunde» camouflage</color>";"<color=#CCA43B>«Rosamunde» camouflage</color>";"<color=#CCA43B>«Rosamunde» camouflage</color>";"<color=#CCA43B>«Rosamunde» camouflage</color>";"<color=#CCA43B>«Rosamunde» camouflage</color>";"<color=#CCA43B>«Rosamunde» camouflage</color>";"<color=#CCA43B>«Rosamunde» camouflage</color>";"<color=#CCA43B>«Rosamunde» camouflage</color>";"<color=#CCA43B>«Rosamunde» camouflage</color>";"<color=#CCA43B>«Rosamunde» camouflage</color>";"<color=#CCA43B>«Rosamunde» camouflage</color>";"<color=#CCA43B>«Rosamunde» camouflage</color>";"<color=#CCA43B>«Rosamunde» camouflage</color>";"<color=#CCA43B>«Rosamunde» camouflage</color>";"<color=#CCA43B>«Rosamunde» camouflage</color>";"<color=#CCA43B>«Rosamunde» camouflage</color>";"<color=#CCA43B>«Rosamunde» camouflage</color>";"<color=#CCA43B>«Rosamunde» camouflage</color>";"<color=#CCA43B>«Rosamunde» camouflage</color>";"<color=#CCA43B>«Rosamunde» camouflage</color>";;
"germ_pzkpfw_V_ausf_a_panther/movie/desc";"Non-Standard Tricolor «Rosamunde» Movie camouflage, Panther, T-34 Legend of War, 2018.";"Non-Standard Tricolor «Rosamunde» Movie camouflage, Panther, T-34 Legend of War, 2018.";"Non-Standard Tricolor «Rosamunde» Movie camouflage, Panther, T-34 Legend of War, 2018.";"Non-Standard Tricolor «Rosamunde» Movie camouflage, Panther, T-34 Legend of War, 2018.";"Non-Standard Tricolor «Rosamunde» Movie camouflage, Panther, T-34 Legend of War, 2018.";"Non-Standard Tricolor «Rosamunde» Movie camouflage, Panther, T-34 Legend of War, 2018.";"Non-Standard Tricolor «Rosamunde» Movie camouflage, Panther, T-34 Legend of War, 2018.";"Non-Standard Tricolor «Rosamunde» Movie camouflage, Panther, T-34 Legend of War, 2018.";"Non-Standard Tricolor «Rosamunde» Movie camouflage, Panther, T-34 Legend of War, 2018.";"Non-Standard Tricolor «Rosamunde» Movie camouflage, Panther, T-34 Legend of War, 2018.";"Non-Standard Tricolor «Rosamunde» Movie camouflage, Panther, T-34 Legend of War, 2018.";"Non-Standard Tricolor «Rosamunde» Movie camouflage, Panther, T-34 Legend of War, 2018.";"Non-Standard Tricolor «Rosamunde» Movie camouflage, Panther, T-34 Legend of War, 2018.";"Non-Standard Tricolor «Rosamunde» Movie camouflage, Panther, T-34 Legend of War, 2018.";"Non-Standard Tricolor «Rosamunde» Movie camouflage, Panther, T-34 Legend of War, 2018.";"Non-Standard Tricolor «Rosamunde» Movie camouflage, Panther, T-34 Legend of War, 2018.";"Non-Standard Tricolor «Rosamunde» Movie camouflage, Panther, T-34 Legend of War, 2018.";"Non-Standard Tricolor «Rosamunde» Movie camouflage, Panther, T-34 Legend of War, 2018.";"Non-Standard Tricolor «Rosamunde» Movie camouflage, Panther, T-34 Legend of War, 2018.";"Non-Standard Tricolor «Rosamunde» Movie camouflage, Panther, T-34 Legend of War, 2018.";;
"ussr_t_34_1941/movie";"<color=#CCA43B>«Ruthless» camouflage</color>";"<color=#CCA43B>«Ruthless» camouflage</color>";"<color=#CCA43B>«Ruthless» camouflage</color>";"<color=#CCA43B>«Ruthless» camouflage</color>";"<color=#CCA43B>«Ruthless» camouflage</color>";"<color=#CCA43B>«Ruthless» camouflage</color>";"<color=#CCA43B>«Ruthless» camouflage</color>";"<color=#CCA43B>«Ruthless» camouflage</color>";"<color=#CCA43B>«Ruthless» camouflage</color>";"<color=#CCA43B>«Ruthless» camouflage</color>";"<color=#CCA43B>«Ruthless» camouflage</color>";"<color=#CCA43B>«Ruthless» camouflage</color>";"<color=#CCA43B>«Ruthless» camouflage</color>";"<color=#CCA43B>«Ruthless» camouflage</color>";"<color=#CCA43B>«Ruthless» camouflage</color>";"<color=#CCA43B>«Ruthless» camouflage</color>";"<color=#CCA43B>«Ruthless» camouflage</color>";"<color=#CCA43B>«Ruthless» camouflage</color>";"<color=#CCA43B>«Ruthless» camouflage</color>";"<color=#CCA43B>«Ruthless» camouflage</color>";;
"ussr_t_34_1941/movie/desc";"Non-Standard Unicolor «Ruthless» Movie camouflage, T-34, T-34 Legend of War, 2018.";"Non-Standard Unicolor «Ruthless» Movie camouflage, T-34, T-34 Legend of War, 2018.";"Non-Standard Unicolor «Ruthless» Movie camouflage, T-34, T-34 Legend of War, 2018.";"Non-Standard Unicolor «Ruthless» Movie camouflage, T-34, T-34 Legend of War, 2018.";"Non-Standard Unicolor «Ruthless» Movie camouflage, T-34, T-34 Legend of War, 2018.";"Non-Standard Unicolor «Ruthless» Movie camouflage, T-34, T-34 Legend of War, 2018.";"Non-Standard Unicolor «Ruthless» Movie camouflage, T-34, T-34 Legend of War, 2018.";"Non-Standard Unicolor «Ruthless» Movie camouflage, T-34, T-34 Legend of War, 2018.";"Non-Standard Unicolor «Ruthless» Movie camouflage, T-34, T-34 Legend of War, 2018.";"Non-Standard Unicolor «Ruthless» Movie camouflage, T-34, T-34 Legend of War, 2018.";"Non-Standard Unicolor «Ruthless» Movie camouflage, T-34, T-34 Legend of War, 2018.";"Non-Standard Unicolor «Ruthless» Movie camouflage, T-34, T-34 Legend of War, 2018.";"Non-Standard Unicolor «Ruthless» Movie camouflage, T-34, T-34 Legend of War, 2018.";"Non-Standard Unicolor «Ruthless» Movie camouflage, T-34, T-34 Legend of War, 2018.";"Non-Standard Unicolor «Ruthless» Movie camouflage, T-34, T-34 Legend of War, 2018.";"Non-Standard Unicolor «Ruthless» Movie camouflage, T-34, T-34 Legend of War, 2018.";"Non-Standard Unicolor «Ruthless» Movie camouflage, T-34, T-34 Legend of War, 2018.";"Non-Standard Unicolor «Ruthless» Movie camouflage, T-34, T-34 Legend of War, 2018.";"Non-Standard Unicolor «Ruthless» Movie camouflage, T-34, T-34 Legend of War, 2018.";"Non-Standard Unicolor «Ruthless» Movie camouflage, T-34, T-34 Legend of War, 2018.";;
"ussr_t_34_85_zis_53/movie";"<color=#CCA43B>«Red Star Wings» camouflage</color>";"<color=#CCA43B>«Red Star Wings» camouflage</color>";"<color=#CCA43B>«Red Star Wings» camouflage</color>";"<color=#CCA43B>«Red Star Wings» camouflage</color>";"<color=#CCA43B>«Red Star Wings» camouflage</color>";"<color=#CCA43B>«Red Star Wings» camouflage</color>";"<color=#CCA43B>«Red Star Wings» camouflage</color>";"<color=#CCA43B>«Red Star Wings» camouflage</color>";"<color=#CCA43B>«Red Star Wings» camouflage</color>";"<color=#CCA43B>«Red Star Wings» camouflage</color>";"<color=#CCA43B>«Red Star Wings» camouflage</color>";"<color=#CCA43B>«Red Star Wings» camouflage</color>";"<color=#CCA43B>«Red Star Wings» camouflage</color>";"<color=#CCA43B>«Red Star Wings» camouflage</color>";"<color=#CCA43B>«Red Star Wings» camouflage</color>";"<color=#CCA43B>«Red Star Wings» camouflage</color>";"<color=#CCA43B>«Red Star Wings» camouflage</color>";"<color=#CCA43B>«Red Star Wings» camouflage</color>";"<color=#CCA43B>«Red Star Wings» camouflage</color>";"<color=#CCA43B>«Red Star Wings» camouflage</color>";;
"ussr_t_34_85_zis_53/movie/desc";"Non-Standard Unicolor «Red Star Wings» Movie camouflage, T-34-85, T-34 Legend of War, 2018.";"Non-Standard Unicolor «Red Star Wings» Movie camouflage, T-34-85, T-34 Legend of War, 2018.";"Non-Standard Unicolor «Red Star Wings» Movie camouflage, T-34-85, T-34 Legend of War, 2018.";"Non-Standard Unicolor «Red Star Wings» Movie camouflage, T-34-85, T-34 Legend of War, 2018.";"Non-Standard Unicolor «Red Star Wings» Movie camouflage, T-34-85, T-34 Legend of War, 2018.";"Non-Standard Unicolor «Red Star Wings» Movie camouflage, T-34-85, T-34 Legend of War, 2018.";"Non-Standard Unicolor «Red Star Wings» Movie camouflage, T-34-85, T-34 Legend of War, 2018.";"Non-Standard Unicolor «Red Star Wings» Movie camouflage, T-34-85, T-34 Legend of War, 2018.";"Non-Standard Unicolor «Red Star Wings» Movie camouflage, T-34-85, T-34 Legend of War, 2018.";"Non-Standard Unicolor «Red Star Wings» Movie camouflage, T-34-85, T-34 Legend of War, 2018.";"Non-Standard Unicolor «Red Star Wings» Movie camouflage, T-34-85, T-34 Legend of War, 2018.";"Non-Standard Unicolor «Red Star Wings» Movie camouflage, T-34-85, T-34 Legend of War, 2018.";"Non-Standard Unicolor «Red Star Wings» Movie camouflage, T-34-85, T-34 Legend of War, 2018.";"Non-Standard Unicolor «Red Star Wings» Movie camouflage, T-34-85, T-34 Legend of War, 2018.";"Non-Standard Unicolor «Red Star Wings» Movie camouflage, T-34-85, T-34 Legend of War, 2018.";"Non-Standard Unicolor «Red Star Wings» Movie camouflage, T-34-85, T-34 Legend of War, 2018.";"Non-Standard Unicolor «Red Star Wings» Movie camouflage, T-34-85, T-34 Legend of War, 2018.";"Non-Standard Unicolor «Red Star Wings» Movie camouflage, T-34-85, T-34 Legend of War, 2018.";"Non-Standard Unicolor «Red Star Wings» Movie camouflage, T-34-85, T-34 Legend of War, 2018.";"Non-Standard Unicolor «Red Star Wings» Movie camouflage, T-34-85, T-34 Legend of War, 2018.";;
