"<ID|readonly|noverify>";"<English>";"<French>";"<Italian>";"<German>";"<Spanish>";"<Russian>";"<Polish>";"<Czech>";"<Turkish>";"<Chinese>";"<Japanese>";"<Portuguese>";"<Ukrainian>";"<Serbian>";"<Hungarian>";"<Korean>";"<Belarusian>";"<Romanian>";"<TChinese>";"<HChinese>";"<Comments>";"<max_chars>"
"weapons/76mm_M1_user_cannon";"Cannon, 76mm Gun, M1";"Cannon, 76mm Gun, M1";"Cannon, 76mm Gun, M1";"Cannon, 76mm Gun, M1";"Cannon, 76mm Gun, M1";"Cannon, 76mm Gun, M1";"Cannon, 76mm Gun, M1";"Cannon, 76mm Gun, M1";"Cannon, 76mm Gun, M1";"Cannon, 76mm Gun, M1";"Cannon, 76mm Gun, M1";"Cannon, 76mm Gun, M1";"Cannon, 76mm Gun, M1";"Cannon, 76mm Gun, M1";"Cannon, 76mm Gun, M1";"Cannon, 76mm Gun, M1";"Cannon, 76mm Gun, M1";"Cannon, 76mm Gun, M1";"Cannon, 76mm Gun, M1";"Cannon, 76mm Gun, M1";;
"weapons/76mm_M1A1_user_cannon";"Cannon, 76mm Gun, M1A1";"Cannon, 76mm Gun, M1A1";"Cannon, 76mm Gun, M1A1";"Cannon, 76mm Gun, M1A1";"Cannon, 76mm Gun, M1A1";"Cannon, 76mm Gun, M1A1";"Cannon, 76mm Gun, M1A1";"Cannon, 76mm Gun, M1A1";"Cannon, 76mm Gun, M1A1";"Cannon, 76mm Gun, M1A1";"Cannon, 76mm Gun, M1A1";"Cannon, 76mm Gun, M1A1";"Cannon, 76mm Gun, M1A1";"Cannon, 76mm Gun, M1A1";"Cannon, 76mm Gun, M1A1";"Cannon, 76mm Gun, M1A1";"Cannon, 76mm Gun, M1A1";"Cannon, 76mm Gun, M1A1";"Cannon, 76mm Gun, M1A1";"Cannon, 76mm Gun, M1A1";;
"weapons/76mm_M1A2_user_cannon";"Cannon, 76mm Gun, M1A2";"Cannon, 76mm Gun, M1A2";"Cannon, 76mm Gun, M1A2";"Cannon, 76mm Gun, M1A2";"Cannon, 76mm Gun, M1A2";"Cannon, 76mm Gun, M1A2";"Cannon, 76mm Gun, M1A2";"Cannon, 76mm Gun, M1A2";"Cannon, 76mm Gun, M1A2";"Cannon, 76mm Gun, M1A2";"Cannon, 76mm Gun, M1A2";"Cannon, 76mm Gun, M1A2";"Cannon, 76mm Gun, M1A2";"Cannon, 76mm Gun, M1A2";"Cannon, 76mm Gun, M1A2";"Cannon, 76mm Gun, M1A2";"Cannon, 76mm Gun, M1A2";"Cannon, 76mm Gun, M1A2";"Cannon, 76mm Gun, M1A2";"Cannon, 76mm Gun, M1A2";;
"weapons/75mm_Type_II_Model_I_user_cannon";"Type 5 75mm Cannon Model I";"Type 5 75mm Cannon Model I";"Type 5 75mm Cannon Model I";"Type 5 75mm Cannon Model I";"Type 5 75mm Cannon Model I";"Type 5 75mm Cannon Model I";"Type 5 75mm Cannon Model I";"Type 5 75mm Cannon Model I";"Type 5 75mm Cannon Model I";"Type 5 75mm Cannon Model I";"Type 5 75mm Cannon Model I";"Type 5 75mm Cannon Model I";"Type 5 75mm Cannon Model I";"Type 5 75mm Cannon Model I";"Type 5 75mm Cannon Model I";"Type 5 75mm Cannon Model I";"Type 5 75mm Cannon Model I";"Type 5 75mm Cannon Model I";"Type 5 75mm Cannon Model I";"Type 5 75mm Cannon Model I";;
"weapons/75mm_Type_II_model_II_user_cannon";"Type 5 75mm Cannon Model II";"Type 5 75mm Cannon Model II";"Type 5 75mm Cannon Model II";"Type 5 75mm Cannon Model II";"Type 5 75mm Cannon Model II";"Type 5 75mm Cannon Model II";"Type 5 75mm Cannon Model II";"Type 5 75mm Cannon Model II";"Type 5 75mm Cannon Model II";"Type 5 75mm Cannon Model II";"Type 5 75mm Cannon Model II";"Type 5 75mm Cannon Model II";"Type 5 75mm Cannon Model II";"Type 5 75mm Cannon Model II";"Type 5 75mm Cannon Model II";"Type 5 75mm Cannon Model II";"Type 5 75mm Cannon Model II";"Type 5 75mm Cannon Model II";"Type 5 75mm Cannon Model II";"Type 5 75mm Cannon Model II";;
"weapons/75mm_Lightweight_Type1_model_II_user_cannon";"Experimental 75mm Cannon Model II";"Experimental 75mm Cannon Model II";"Experimental 75mm Cannon Model II";"Experimental 75mm Cannon Model II";"Experimental 75mm Cannon Model II";"Experimental 75mm Cannon Model II";"Experimental 75mm Cannon Model II";"Experimental 75mm Cannon Model II";"Experimental 75mm Cannon Model II";"Experimental 75mm Cannon Model II";"Experimental 75mm Cannon Model II";"Experimental 75mm Cannon Model II";"Experimental 75mm Cannon Model II";"Experimental 75mm Cannon Model II";"Experimental 75mm Cannon Model II";"Experimental 75mm Cannon Model II";"Experimental 75mm Cannon Model II";"Experimental 75mm Cannon Model II";"Experimental 75mm Cannon Model II";"Experimental 75mm Cannon Model II";;
"weapons/40mm_M2_user_cannon";"Gun, Automatic, 40mm, Mk.2";"Gun, Automatic, 40mm, Mk.2";"Gun, Automatic, 40mm, Mk.2";"Gun, Automatic, 40mm, Mk.2";"Gun, Automatic, 40mm, Mk.2";"Gun, Automatic, 40mm, Mk.2";"Gun, Automatic, 40mm, Mk.2";"Gun, Automatic, 40mm, Mk.2";"Gun, Automatic, 40mm, Mk.2";"Gun, Automatic, 40mm, Mk.2";"Gun, Automatic, 40mm, Mk.2";"Gun, Automatic, 40mm, Mk.2";"Gun, Automatic, 40mm, Mk.2";"Gun, Automatic, 40mm, Mk.2";"Gun, Automatic, 40mm, Mk.2";"Gun, Automatic, 40mm, Mk.2";"Gun, Automatic, 40mm, Mk.2";"Gun, Automatic, 40mm, Mk.2";"Gun, Automatic, 40mm, Mk.2";"Gun, Automatic, 40mm, Mk.2";;
"weapons/88mm_Kwk36_user_cannon";"8.8cm Kampfwagenkanone 36";"8.8cm Kampfwagenkanone 36";"8.8cm Kampfwagenkanone 36";"8.8cm Kampfwagenkanone 36";"8.8cm Kampfwagenkanone 36";"8.8cm Kampfwagenkanone 36";"8.8cm Kampfwagenkanone 36";"8.8cm Kampfwagenkanone 36";"8.8cm Kampfwagenkanone 36";"8.8cm Kampfwagenkanone 36";"8.8cm Kampfwagenkanone 36";"8.8cm Kampfwagenkanone 36";"8.8cm Kampfwagenkanone 36";"8.8cm Kampfwagenkanone 36";"8.8cm Kampfwagenkanone 36";"8.8cm Kampfwagenkanone 36";"8.8cm Kampfwagenkanone 36";"8.8cm Kampfwagenkanone 36";"8.8cm Kampfwagenkanone 36";"8.8cm Kampfwagenkanone 36";;
"weapons/7_92mm_MG34_user_machinegun";"7.92mm Maschinengewehr 34";"7.92mm Maschinengewehr 34";"7.92mm Maschinengewehr 34";"7.92mm Maschinengewehr 34";"7.92mm Maschinengewehr 34";"7.92mm Maschinengewehr 34";"7.92mm Maschinengewehr 34";"7.92mm Maschinengewehr 34";"7.92mm Maschinengewehr 34";"7.92mm Maschinengewehr 34";"7.92mm Maschinengewehr 34";"7.92mm Maschinengewehr 34";"7.92mm Maschinengewehr 34";"7.92mm Maschinengewehr 34";"7.92mm Maschinengewehr 34";"7.92mm Maschinengewehr 34";"7.92mm Maschinengewehr 34";"7.92mm Maschinengewehr 34";"7.92mm Maschinengewehr 34";"7.92mm Maschinengewehr 34";;
"weapons/106mm_Type_60B_user_cannon";"Type 60 (B) 106mm recoilless Gun";"Type 60 (B) 106mm recoilless Gun";"Type 60 (B) 106mm recoilless Gun";"Type 60 (B) 106mm recoilless Gun";"Type 60 (B) 106mm recoilless Gun";"Type 60 (B) 106mm recoilless Gun";"Type 60 (B) 106mm recoilless Gun";"Type 60 (B) 106mm recoilless Gun";"Type 60 (B) 106mm recoilless Gun";"Type 60 (B) 106mm recoilless Gun";"Type 60 (B) 106mm recoilless Gun";"Type 60 (B) 106mm recoilless Gun";"Type 60 (B) 106mm recoilless Gun";"Type 60 (B) 106mm recoilless Gun";"Type 60 (B) 106mm recoilless Gun";"Type 60 (B) 106mm recoilless Gun";"Type 60 (B) 106mm recoilless Gun";"Type 60 (B) 106mm recoilless Gun";"Type 60 (B) 106mm recoilless Gun";"Type 60 (B) 106mm recoilless Gun";;
"weapons/12_7mm_Type_60B_user_machinegun";"Type 60 (B) 12.7mm spotting rifle";"Type 60 (B) 12.7mm spotting rifle";"Type 60 (B) 12.7mm spotting rifle";"Type 60 (B) 12.7mm spotting rifle";"Type 60 (B) 12.7mm spotting rifle";"Type 60 (B) 12.7mm spotting rifle";"Type 60 (B) 12.7mm spotting rifle";"Type 60 (B) 12.7mm spotting rifle";"Type 60 (B) 12.7mm spotting rifle";"Type 60 (B) 12.7mm spotting rifle";"Type 60 (B) 12.7mm spotting rifle";"Type 60 (B) 12.7mm spotting rifle";"Type 60 (B) 12.7mm spotting rifle";"Type 60 (B) 12.7mm spotting rifle";"Type 60 (B) 12.7mm spotting rifle";"Type 60 (B) 12.7mm spotting rifle";"Type 60 (B) 12.7mm spotting rifle";"Type 60 (B) 12.7mm spotting rifle";"Type 60 (B) 12.7mm spotting rifle";"Type 60 (B) 12.7mm spotting rifle";;
"weapons/90mm_Type61_user_cannon";"Type 61 90mm Cannon";"Type 61 90mm Cannon";"Type 61 90mm Cannon";"Type 61 90mm Cannon";"Type 61 90mm Cannon";"Type 61 90mm Cannon";"Type 61 90mm Cannon";"Type 61 90mm Cannon";"Type 61 90mm Cannon";"Type 61 90mm Cannon";"Type 61 90mm Cannon";"Type 61 90mm Cannon";"Type 61 90mm Cannon";"Type 61 90mm Cannon";"Type 61 90mm Cannon";"Type 61 90mm Cannon";"Type 61 90mm Cannon";"Type 61 90mm Cannon";"Type 61 90mm Cannon";"Type 61 90mm Cannon";;
"weapons/90mm_M3A1_user_cannon";"Cannon, 90mm Gun, M3A1";"Cannon, 90mm Gun, M3A1";"Cannon, 90mm Gun, M3A1";"Cannon, 90mm Gun, M3A1";"Cannon, 90mm Gun, M3A1";"Cannon, 90mm Gun, M3A1";"Cannon, 90mm Gun, M3A1";"Cannon, 90mm Gun, M3A1";"Cannon, 90mm Gun, M3A1";"Cannon, 90mm Gun, M3A1";"Cannon, 90mm Gun, M3A1";"Cannon, 90mm Gun, M3A1";"Cannon, 90mm Gun, M3A1";"Cannon, 90mm Gun, M3A1";"Cannon, 90mm Gun, M3A1";"Cannon, 90mm Gun, M3A1";"Cannon, 90mm Gun, M3A1";"Cannon, 90mm Gun, M3A1";"Cannon, 90mm Gun, M3A1";"Cannon, 90mm Gun, M3A1";;
"weapons/155mm_NSJ_L30_user_cannon";"Type 75 155mm/30 Howitzer";"Type 75 155mm/30 Howitzer";"Type 75 155mm/30 Howitzer";"Type 75 155mm/30 Howitzer";"Type 75 155mm/30 Howitzer";"Type 75 155mm/30 Howitzer";"Type 75 155mm/30 Howitzer";"Type 75 155mm/30 Howitzer";"Type 75 155mm/30 Howitzer";"Type 75 155mm/30 Howitzer";"Type 75 155mm/30 Howitzer";"Type 75 155mm/30 Howitzer";"Type 75 155mm/30 Howitzer";"Type 75 155mm/30 Howitzer";"Type 75 155mm/30 Howitzer";"Type 75 155mm/30 Howitzer";"Type 75 155mm/30 Howitzer";"Type 75 155mm/30 Howitzer";"Type 75 155mm/30 Howitzer";"Type 75 155mm/30 Howitzer";;
"weapons/155mm_type_99_l52_user_cannon";"Type 99 155mm/52 Howitzer";"Type 99 155mm/52 Howitzer";"Type 99 155mm/52 Howitzer";"Type 99 155mm/52 Howitzer";"Type 99 155mm/52 Howitzer";"Type 99 155mm/52 Howitzer";"Type 99 155mm/52 Howitzer";"Type 99 155mm/52 Howitzer";"Type 99 155mm/52 Howitzer";"Type 99 155mm/52 Howitzer";"Type 99 155mm/52 Howitzer";"Type 99 155mm/52 Howitzer";"Type 99 155mm/52 Howitzer";"Type 99 155mm/52 Howitzer";"Type 99 155mm/52 Howitzer";"Type 99 155mm/52 Howitzer";"Type 99 155mm/52 Howitzer";"Type 99 155mm/52 Howitzer";"Type 99 155mm/52 Howitzer";"Type 99 155mm/52 Howitzer";;
"weapons/105mm_Exp_HV_user_cannon";"Experimental 105mm anti-tank Gun";"Experimental 105mm anti-tank Gun";"Experimental 105mm anti-tank Gun";"Experimental 105mm anti-tank Gun";"Experimental 105mm anti-tank Gun";"Experimental 105mm anti-tank Gun";"Experimental 105mm anti-tank Gun";"Experimental 105mm anti-tank Gun";"Experimental 105mm anti-tank Gun";"Experimental 105mm anti-tank Gun";"Experimental 105mm anti-tank Gun";"Experimental 105mm anti-tank Gun";"Experimental 105mm anti-tank Gun";"Experimental 105mm anti-tank Gun";"Experimental 105mm anti-tank Gun";"Experimental 105mm anti-tank Gun";"Experimental 105mm anti-tank Gun";"Experimental 105mm anti-tank Gun";"Experimental 105mm anti-tank Gun";"Experimental 105mm anti-tank Gun";;
"weapons/75mm_M32_user_cannon";"Cannon, 75mm Gun, M32";"Cannon, 75mm Gun, M32";"Cannon, 75mm Gun, M32";"Cannon, 75mm Gun, M32";"Cannon, 75mm Gun, M32";"Cannon, 75mm Gun, M32";"Cannon, 75mm Gun, M32";"Cannon, 75mm Gun, M32";"Cannon, 75mm Gun, M32";"Cannon, 75mm Gun, M32";"Cannon, 75mm Gun, M32";"Cannon, 75mm Gun, M32";"Cannon, 75mm Gun, M32";"Cannon, 75mm Gun, M32";"Cannon, 75mm Gun, M32";"Cannon, 75mm Gun, M32";"Cannon, 75mm Gun, M32";"Cannon, 75mm Gun, M32";"Cannon, 75mm Gun, M32";"Cannon, 75mm Gun, M32";;
"weapons/76mm_M32_user_cannon";"Cannon, 76mm Gun, M32";"Cannon, 76mm Gun, M32";"Cannon, 76mm Gun, M32";"Cannon, 76mm Gun, M32";"Cannon, 76mm Gun, M32";"Cannon, 76mm Gun, M32";"Cannon, 76mm Gun, M32";"Cannon, 76mm Gun, M32";"Cannon, 76mm Gun, M32";"Cannon, 76mm Gun, M32";"Cannon, 76mm Gun, M32";"Cannon, 76mm Gun, M32";"Cannon, 76mm Gun, M32";"Cannon, 76mm Gun, M32";"Cannon, 76mm Gun, M32";"Cannon, 76mm Gun, M32";"Cannon, 76mm Gun, M32";"Cannon, 76mm Gun, M32";"Cannon, 76mm Gun, M32";"Cannon, 76mm Gun, M32";;
"weapons/105mm_L7A3_STB_user_cannon";"Type 74 105mm JSW cannon";"Type 74 105mm JSW cannon";"Type 74 105mm JSW cannon";"Type 74 105mm JSW cannon";"Type 74 105mm JSW cannon";"Type 74 105mm JSW cannon";"Type 74 105mm JSW cannon";"Type 74 105mm JSW cannon";"Type 74 105mm JSW cannon";"Type 74 105mm JSW cannon";"Type 74 105mm JSW cannon";"Type 74 105mm JSW cannon";"Type 74 105mm JSW cannon";"Type 74 105mm JSW cannon";"Type 74 105mm JSW cannon";"Type 74 105mm JSW cannon";"Type 74 105mm JSW cannon";"Type 74 105mm JSW cannon";"Type 74 105mm JSW cannon";"Type 74 105mm JSW cannon";;
"weapons/105mm_L7A3_Type74_user_cannon";"Type 74 105mm JSW cannon";"Type 74 105mm JSW cannon";"Type 74 105mm JSW cannon";"Type 74 105mm JSW cannon";"Type 74 105mm JSW cannon";"Type 74 105mm JSW cannon";"Type 74 105mm JSW cannon";"Type 74 105mm JSW cannon";"Type 74 105mm JSW cannon";"Type 74 105mm JSW cannon";"Type 74 105mm JSW cannon";"Type 74 105mm JSW cannon";"Type 74 105mm JSW cannon";"Type 74 105mm JSW cannon";"Type 74 105mm JSW cannon";"Type 74 105mm JSW cannon";"Type 74 105mm JSW cannon";"Type 74 105mm JSW cannon";"Type 74 105mm JSW cannon";"Type 74 105mm JSW cannon";;
"weapons/105mm_L7A3_Type74kai_user_cannon";"Type 74 105mm JSW cannon";"Type 74 105mm JSW cannon";"Type 74 105mm JSW cannon";"Type 74 105mm JSW cannon";"Type 74 105mm JSW cannon";"Type 74 105mm JSW cannon";"Type 74 105mm JSW cannon";"Type 74 105mm JSW cannon";"Type 74 105mm JSW cannon";"Type 74 105mm JSW cannon";"Type 74 105mm JSW cannon";"Type 74 105mm JSW cannon";"Type 74 105mm JSW cannon";"Type 74 105mm JSW cannon";"Type 74 105mm JSW cannon";"Type 74 105mm JSW cannon";"Type 74 105mm JSW cannon";"Type 74 105mm JSW cannon";"Type 74 105mm JSW cannon";"Type 74 105mm JSW cannon";;
"weapons/25mm_Oerlikon_KBA_Dardo_user_cannon";"25mm KBA-B02 Cannon";"25mm KBA-B02 Cannon";"25mm KBA-B02 Cannon";"25mm KBA-B02 Cannon";"25mm KBA-B02 Cannon";"25mm KBA-B02 Cannon";"25mm KBA-B02 Cannon";"25mm KBA-B02 Cannon";"25mm KBA-B02 Cannon";"25mm KBA-B02 Cannon";"25mm KBA-B02 Cannon";"25mm KBA-B02 Cannon";"25mm KBA-B02 Cannon";"25mm KBA-B02 Cannon";"25mm KBA-B02 Cannon";"25mm KBA-B02 Cannon";"25mm KBA-B02 Cannon";"25mm KBA-B02 Cannon";"25mm KBA-B02 Cannon";"25mm KBA-B02 Cannon";;
"weapons/25mm_Oerlikon_KBA_Freccia_user_cannon";"25mm KBA-B02 Cannon";"25mm KBA-B02 Cannon";"25mm KBA-B02 Cannon";"25mm KBA-B02 Cannon";"25mm KBA-B02 Cannon";"25mm KBA-B02 Cannon";"25mm KBA-B02 Cannon";"25mm KBA-B02 Cannon";"25mm KBA-B02 Cannon";"25mm KBA-B02 Cannon";"25mm KBA-B02 Cannon";"25mm KBA-B02 Cannon";"25mm KBA-B02 Cannon";"25mm KBA-B02 Cannon";"25mm KBA-B02 Cannon";"25mm KBA-B02 Cannon";"25mm KBA-B02 Cannon";"25mm KBA-B02 Cannon";"25mm KBA-B02 Cannon";"25mm KBA-B02 Cannon";;
"weapons/7_62mm_Type74_user_machinegun";"Type 74 7.62mm Machine Gun";"Type 74 7.62mm Machine Gun";"Type 74 7.62mm Machine Gun";"Type 74 7.62mm Machine Gun";"Type 74 7.62mm Machine Gun";"Type 74 7.62mm Machine Gun";"Type 74 7.62mm Machine Gun";"Type 74 7.62mm Machine Gun";"Type 74 7.62mm Machine Gun";"Type 74 7.62mm Machine Gun";"Type 74 7.62mm Machine Gun";"Type 74 7.62mm Machine Gun";"Type 74 7.62mm Machine Gun";"Type 74 7.62mm Machine Gun";"Type 74 7.62mm Machine Gun";"Type 74 7.62mm Machine Gun";"Type 74 7.62mm Machine Gun";"Type 74 7.62mm Machine Gun";"Type 74 7.62mm Machine Gun";"Type 74 7.62mm Machine Gun";;
"weapons/60mm_modern_smoke_grenade_launcher";"60mm Smoke Grenade Launcher";"60mm Smoke Grenade Launcher";"60mm Smoke Grenade Launcher";"60mm Smoke Grenade Launcher";"60mm Smoke Grenade Launcher";"60mm Smoke Grenade Launcher";"60mm Smoke Grenade Launcher";"60mm Smoke Grenade Launcher";"60mm Smoke Grenade Launcher";"60mm Smoke Grenade Launcher";"60mm Smoke Grenade Launcher";"60mm Smoke Grenade Launcher";"60mm Smoke Grenade Launcher";"60mm Smoke Grenade Launcher";"60mm Smoke Grenade Launcher";"60mm Smoke Grenade Launcher";"60mm Smoke Grenade Launcher";"60mm Smoke Grenade Launcher";"60mm Smoke Grenade Launcher";"60mm Smoke Grenade Launcher";;
"weapons/60mm_modern_smoke_grenade_launcher/short";"Smoke Grenade";"Smoke Grenade";"Smoke Grenade";"Smoke Grenade";"Smoke Grenade";"Smoke Grenade";"Smoke Grenade";"Smoke Grenade";"Smoke Grenade";"Smoke Grenade";"Smoke Grenade";"Smoke Grenade";"Smoke Grenade";"Smoke Grenade";"Smoke Grenade";"Smoke Grenade";"Smoke Grenade";"Smoke Grenade";"Smoke Grenade";"Smoke Grenade";;
"weapons/66mm_type_90_modern_smoke_grenade_launcher";"66mm Smoke Grenade Launcher";"66mm Smoke Grenade Launcher";"66mm Smoke Grenade Launcher";"66mm Smoke Grenade Launcher";"66mm Smoke Grenade Launcher";"66mm Smoke Grenade Launcher";"66mm Smoke Grenade Launcher";"66mm Smoke Grenade Launcher";"66mm Smoke Grenade Launcher";"66mm Smoke Grenade Launcher";"66mm Smoke Grenade Launcher";"66mm Smoke Grenade Launcher";"66mm Smoke Grenade Launcher";"66mm Smoke Grenade Launcher";"66mm Smoke Grenade Launcher";"66mm Smoke Grenade Launcher";"66mm Smoke Grenade Launcher";"66mm Smoke Grenade Launcher";"66mm Smoke Grenade Launcher";"66mm Smoke Grenade Launcher";;
"weapons/66mm_type_90_modern_smoke_grenade_launcher/short";"Smoke Grenade";"Smoke Grenade";"Smoke Grenade";"Smoke Grenade";"Smoke Grenade";"Smoke Grenade";"Smoke Grenade";"Smoke Grenade";"Smoke Grenade";"Smoke Grenade";"Smoke Grenade";"Smoke Grenade";"Smoke Grenade";"Smoke Grenade";"Smoke Grenade";"Smoke Grenade";"Smoke Grenade";"Smoke Grenade";"Smoke Grenade";"Smoke Grenade";;
"weapons/35mm_Oerlikon_KDA_marksman_user_cannon";"35mm KDA Cannon";"35mm KDA Cannon";"35mm KDA Cannon";"35mm KDA Cannon";"35mm KDA Cannon";"35mm KDA Cannon";"35mm KDA Cannon";"35mm KDA Cannon";"35mm KDA Cannon";"35mm KDA Cannon";"35mm KDA Cannon";"35mm KDA Cannon";"35mm KDA Cannon";"35mm KDA Cannon";"35mm KDA Cannon";"35mm KDA Cannon";"35mm KDA Cannon";"35mm KDA Cannon";"35mm KDA Cannon";"35mm KDA Cannon";;
"weapons/35mm_Oerlikon_KDA_user_cannon";"35mm KDA Cannon";"35mm KDA Cannon";"35mm KDA Cannon";"35mm KDA Cannon";"35mm KDA Cannon";"35mm KDA Cannon";"35mm KDA Cannon";"35mm KDA Cannon";"35mm KDA Cannon";"35mm KDA Cannon";"35mm KDA Cannon";"35mm KDA Cannon";"35mm KDA Cannon";"35mm KDA Cannon";"35mm KDA Cannon";"35mm KDA Cannon";"35mm KDA Cannon";"35mm KDA Cannon";"35mm KDA Cannon";"35mm KDA Cannon";;
"weapons/35mm_Oerlikon_KDE_user_cannon";"35mm KDE Cannon";"35mm KDE Cannon";"35mm KDE Cannon";"35mm KDE Cannon";"35mm KDE Cannon";"35mm KDE Cannon";"35mm KDE Cannon";"35mm KDE Cannon";"35mm KDE Cannon";"35mm KDE Cannon";"35mm KDE Cannon";"35mm KDE Cannon";"35mm KDE Cannon";"35mm KDE Cannon";"35mm KDE Cannon";"35mm KDE Cannon";"35mm KDE Cannon";"35mm KDE Cannon";"35mm KDE Cannon";"35mm KDE Cannon";;
"weapons/152mm_Type_79_launcher_user_cannon";"Type 79 Jyu-MAT";"Type 79 Jyu-MAT";"Type 79 Jyu-MAT";"Type 79 Jyu-MAT";"Type 79 Jyu-MAT";"Type 79 Jyu-MAT";"Type 79 Jyu-MAT";"Type 79 Jyu-MAT";"Type 79 Jyu-MAT";"Type 79 Jyu-MAT";"Type 79 Jyu-MAT";"Type 79 Jyu-MAT";"Type 79 Jyu-MAT";"Type 79 Jyu-MAT";"Type 79 Jyu-MAT";"Type 79 Jyu-MAT";"Type 79 Jyu-MAT";"Type 79 Jyu-MAT";"Type 79 Jyu-MAT";"Type 79 Jyu-MAT";;
"weapons/152mm_Type_79_launcher_user_cannon/short";"Type 79";"Type 79";"Type 79";"Type 79";"Type 79";"Type 79";"Type 79";"Type 79";"Type 79";"Type 79";"Type 79";"Type 79";"Type 79";"Type 79";"Type 79";"Type 79";"Type 79";"Type 79";"Type 79";"Type 79";;
"weapons/66mm_modern_smoke_grenade_launcher";"66mm Smoke Grenade Launcher";"66mm Smoke Grenade Launcher";"66mm Smoke Grenade Launcher";"66mm Smoke Grenade Launcher";"66mm Smoke Grenade Launcher";"66mm Smoke Grenade Launcher";"66mm Smoke Grenade Launcher";"66mm Smoke Grenade Launcher";"66mm Smoke Grenade Launcher";"66mm Smoke Grenade Launcher";"66mm Smoke Grenade Launcher";"66mm Smoke Grenade Launcher";"66mm Smoke Grenade Launcher";"66mm Smoke Grenade Launcher";"66mm Smoke Grenade Launcher";"66mm Smoke Grenade Launcher";"66mm Smoke Grenade Launcher";"66mm Smoke Grenade Launcher";"66mm Smoke Grenade Launcher";"66mm Smoke Grenade Launcher";;
"weapons/66mm_modern_smoke_grenade_launcher/short";"Smoke Grenade";"Smoke Grenade";"Smoke Grenade";"Smoke Grenade";"Smoke Grenade";"Smoke Grenade";"Smoke Grenade";"Smoke Grenade";"Smoke Grenade";"Smoke Grenade";"Smoke Grenade";"Smoke Grenade";"Smoke Grenade";"Smoke Grenade";"Smoke Grenade";"Smoke Grenade";"Smoke Grenade";"Smoke Grenade";"Smoke Grenade";"Smoke Grenade";;
"weapons/76mm_modern_smoke_grenade_launcher";"76mm Smoke Grenade Launcher";"76mm Smoke Grenade Launcher";"76mm Smoke Grenade Launcher";"76mm Smoke Grenade Launcher";"76mm Smoke Grenade Launcher";"76mm Smoke Grenade Launcher";"76mm Smoke Grenade Launcher";"76mm Smoke Grenade Launcher";"76mm Smoke Grenade Launcher";"76mm Smoke Grenade Launcher";"76mm Smoke Grenade Launcher";"76mm Smoke Grenade Launcher";"76mm Smoke Grenade Launcher";"76mm Smoke Grenade Launcher";"76mm Smoke Grenade Launcher";"76mm Smoke Grenade Launcher";"76mm Smoke Grenade Launcher";"76mm Smoke Grenade Launcher";"76mm Smoke Grenade Launcher";"76mm Smoke Grenade Launcher";;
"weapons/76mm_modern_smoke_grenade_launcher/short";"Smoke Grenade";"Smoke Grenade";"Smoke Grenade";"Smoke Grenade";"Smoke Grenade";"Smoke Grenade";"Smoke Grenade";"Smoke Grenade";"Smoke Grenade";"Smoke Grenade";"Smoke Grenade";"Smoke Grenade";"Smoke Grenade";"Smoke Grenade";"Smoke Grenade";"Smoke Grenade";"Smoke Grenade";"Smoke Grenade";"Smoke Grenade";"Smoke Grenade";;
"weapons/105mm_JSW_user_cannon";"105mm JSW Cannon";"105mm JSW Cannon";"105mm JSW Cannon";"105mm JSW Cannon";"105mm JSW Cannon";"105mm JSW Cannon";"105mm JSW Cannon";"105mm JSW Cannon";"105mm JSW Cannon";"105mm JSW Cannon";"105mm JSW Cannon";"105mm JSW Cannon";"105mm JSW Cannon";"105mm JSW Cannon";"105mm JSW Cannon";"105mm JSW Cannon";"105mm JSW Cannon";"105mm JSW Cannon";"105mm JSW Cannon";"105mm JSW Cannon";;
"weapons/120mm_Type_90_L44_user_cannon";"Type 90 120mm JSW cannon";"Type 90 120mm JSW cannon";"Type 90 120mm JSW cannon";"Type 90 120mm JSW cannon";"Type 90 120mm JSW cannon";"Type 90 120mm JSW cannon";"Type 90 120mm JSW cannon";"Type 90 120mm JSW cannon";"Type 90 120mm JSW cannon";"Type 90 120mm JSW cannon";"Type 90 120mm JSW cannon";"Type 90 120mm JSW cannon";"Type 90 120mm JSW cannon";"Type 90 120mm JSW cannon";"Type 90 120mm JSW cannon";"Type 90 120mm JSW cannon";"Type 90 120mm JSW cannon";"Type 90 120mm JSW cannon";"Type 90 120mm JSW cannon";"Type 90 120mm JSW cannon";;
"weapons/120mm_TKG_user_cannon";"Type 10 120mm JSW cannon";"Type 10 120mm JSW cannon";"Type 10 120mm JSW cannon";"Type 10 120mm JSW cannon";"Type 10 120mm JSW cannon";"Type 10 120mm JSW cannon";"Type 10 120mm JSW cannon";"Type 10 120mm JSW cannon";"Type 10 120mm JSW cannon";"Type 10 120mm JSW cannon";"Type 10 120mm JSW cannon";"Type 10 120mm JSW cannon";"Type 10 120mm JSW cannon";"Type 10 120mm JSW cannon";"Type 10 120mm JSW cannon";"Type 10 120mm JSW cannon";"Type 10 120mm JSW cannon";"Type 10 120mm JSW cannon";"Type 10 120mm JSW cannon";"Type 10 120mm JSW cannon";;
