"<ID|readonly|noverify>";"<English>";"<French>";"<Italian>";"<German>";"<Spanish>";"<Russian>";"<Polish>";"<Czech>";"<Turkish>";"<Chinese>";"<Japanese>";"<Portuguese>";"<Ukrainian>";"<Serbian>";"<Hungarian>";"<Korean>";"<Belarusian>";"<Romanian>";"<TChinese>";"<HChinese>";"<Vietnamese>";"<Comments>";"<max_chars>"
"weapons/rpg_7/desc";"A hand-held anti-tank rocket launcher for destroying armoured vehicles.";"A hand-held anti-tank rocket launcher for destroying armoured vehicles.";"A hand-held anti-tank rocket launcher for destroying armoured vehicles.";"A hand-held anti-tank rocket launcher for destroying armoured vehicles.";"A hand-held anti-tank rocket launcher for destroying armoured vehicles.";"A hand-held anti-tank rocket launcher for destroying armoured vehicles.";"A hand-held anti-tank rocket launcher for destroying armoured vehicles.";"A hand-held anti-tank rocket launcher for destroying armoured vehicles.";"A hand-held anti-tank rocket launcher for destroying armoured vehicles.";"A hand-held anti-tank rocket launcher for destroying armoured vehicles.";"A hand-held anti-tank rocket launcher for destroying armoured vehicles.";"A hand-held anti-tank rocket launcher for destroying armoured vehicles.";"A hand-held anti-tank rocket launcher for destroying armoured vehicles.";"A hand-held anti-tank rocket launcher for destroying armoured vehicles.";"A hand-held anti-tank rocket launcher for destroying armoured vehicles.";"A hand-held anti-tank rocket launcher for destroying armoured vehicles.";"A hand-held anti-tank rocket launcher for destroying armoured vehicles.";"A hand-held anti-tank rocket launcher for destroying armoured vehicles.";"A hand-held anti-tank rocket launcher for destroying armoured vehicles.";"A hand-held anti-tank rocket launcher for destroying armoured vehicles.";"A hand-held anti-tank rocket launcher for destroying armoured vehicles.";;
"weapons/rpg_7_default";"RPG-7 rocket launcher";"RPG-7 rocket launcher";"RPG-7 rocket launcher";"RPG-7 rocket launcher";"RPG-7 rocket launcher";"RPG-7 rocket launcher";"RPG-7 rocket launcher";"RPG-7 rocket launcher";"RPG-7 rocket launcher";"RPG-7 rocket launcher";"RPG-7 rocket launcher";"RPG-7 rocket launcher";"RPG-7 rocket launcher";"RPG-7 rocket launcher";"RPG-7 rocket launcher";"RPG-7 rocket launcher";"RPG-7 rocket launcher";"RPG-7 rocket launcher";"RPG-7 rocket launcher";"RPG-7 rocket launcher";"RPG-7 rocket launcher";;
"rpg_7_default";"RPG-7 rocket launcher";"RPG-7 rocket launcher";"RPG-7 rocket launcher";"RPG-7 rocket launcher";"RPG-7 rocket launcher";"RPG-7 rocket launcher";"RPG-7 rocket launcher";"RPG-7 rocket launcher";"RPG-7 rocket launcher";"RPG-7 rocket launcher";"RPG-7 rocket launcher";"RPG-7 rocket launcher";"RPG-7 rocket launcher";"RPG-7 rocket launcher";"RPG-7 rocket launcher";"RPG-7 rocket launcher";"RPG-7 rocket launcher";"RPG-7 rocket launcher";"RPG-7 rocket launcher";"RPG-7 rocket launcher";"RPG-7 rocket launcher";;
"weapons/rpg_7_default/desc";"A hand-held anti-tank rocket launcher for destroying armoured vehicles.";"A hand-held anti-tank rocket launcher for destroying armoured vehicles.";"A hand-held anti-tank rocket launcher for destroying armoured vehicles.";"A hand-held anti-tank rocket launcher for destroying armoured vehicles.";"A hand-held anti-tank rocket launcher for destroying armoured vehicles.";"A hand-held anti-tank rocket launcher for destroying armoured vehicles.";"A hand-held anti-tank rocket launcher for destroying armoured vehicles.";"A hand-held anti-tank rocket launcher for destroying armoured vehicles.";"A hand-held anti-tank rocket launcher for destroying armoured vehicles.";"A hand-held anti-tank rocket launcher for destroying armoured vehicles.";"A hand-held anti-tank rocket launcher for destroying armoured vehicles.";"A hand-held anti-tank rocket launcher for destroying armoured vehicles.";"A hand-held anti-tank rocket launcher for destroying armoured vehicles.";"A hand-held anti-tank rocket launcher for destroying armoured vehicles.";"A hand-held anti-tank rocket launcher for destroying armoured vehicles.";"A hand-held anti-tank rocket launcher for destroying armoured vehicles.";"A hand-held anti-tank rocket launcher for destroying armoured vehicles.";"A hand-held anti-tank rocket launcher for destroying armoured vehicles.";"A hand-held anti-tank rocket launcher for destroying armoured vehicles.";"A hand-held anti-tank rocket launcher for destroying armoured vehicles.";"A hand-held anti-tank rocket launcher for destroying armoured vehicles.";;
"weapons/smoke_grenade";"Smoke grenade";"Smoke grenade";"Smoke grenade";"Smoke grenade";"Smoke grenade";"Smoke grenade";"Smoke grenade";"Smoke grenade";"Smoke grenade";"Smoke grenade";"Smoke grenade";"Smoke grenade";"Smoke grenade";"Smoke grenade";"Smoke grenade";"Smoke grenade";"Smoke grenade";"Smoke grenade";"Smoke grenade";"Smoke grenade";"Smoke grenade";;
"smoke_grenade";"Smoke grenade";"Smoke grenade";"Smoke grenade";"Smoke grenade";"Smoke grenade";"Smoke grenade";"Smoke grenade";"Smoke grenade";"Smoke grenade";"Smoke grenade";"Smoke grenade";"Smoke grenade";"Smoke grenade";"Smoke grenade";"Smoke grenade";"Smoke grenade";"Smoke grenade";"Smoke grenade";"Smoke grenade";"Smoke grenade";"Smoke grenade";;
"weapons/smoke_grenade/desc";"A pyrotechnic device designed to create smoke zones for camouflage purposes.";"A pyrotechnic device designed to create smoke zones for camouflage purposes.";"A pyrotechnic device designed to create smoke zones for camouflage purposes.";"A pyrotechnic device designed to create smoke zones for camouflage purposes.";"A pyrotechnic device designed to create smoke zones for camouflage purposes.";"A pyrotechnic device designed to create smoke zones for camouflage purposes.";"A pyrotechnic device designed to create smoke zones for camouflage purposes.";"A pyrotechnic device designed to create smoke zones for camouflage purposes.";"A pyrotechnic device designed to create smoke zones for camouflage purposes.";"A pyrotechnic device designed to create smoke zones for camouflage purposes.";"A pyrotechnic device designed to create smoke zones for camouflage purposes.";"A pyrotechnic device designed to create smoke zones for camouflage purposes.";"A pyrotechnic device designed to create smoke zones for camouflage purposes.";"A pyrotechnic device designed to create smoke zones for camouflage purposes.";"A pyrotechnic device designed to create smoke zones for camouflage purposes.";"A pyrotechnic device designed to create smoke zones for camouflage purposes.";"A pyrotechnic device designed to create smoke zones for camouflage purposes.";"A pyrotechnic device designed to create smoke zones for camouflage purposes.";"A pyrotechnic device designed to create smoke zones for camouflage purposes.";"A pyrotechnic device designed to create smoke zones for camouflage purposes.";"A pyrotechnic device designed to create smoke zones for camouflage purposes.";;
"weapons/stun_grenade";"Stun grenade";"Stun grenade";"Stun grenade";"Stun grenade";"Stun grenade";"Stun grenade";"Stun grenade";"Stun grenade";"Stun grenade";"Stun grenade";"Stun grenade";"Stun grenade";"Stun grenade";"Stun grenade";"Stun grenade";"Stun grenade";"Stun grenade";"Stun grenade";"Stun grenade";"Stun grenade";"Stun grenade";;
"stun_grenade";"Stun grenade";"Stun grenade";"Stun grenade";"Stun grenade";"Stun grenade";"Stun grenade";"Stun grenade";"Stun grenade";"Stun grenade";"Stun grenade";"Stun grenade";"Stun grenade";"Stun grenade";"Stun grenade";"Stun grenade";"Stun grenade";"Stun grenade";"Stun grenade";"Stun grenade";"Stun grenade";"Stun grenade";;
"weapons/stun_grenade/desc";"A non-lethal weapon designed to provide light and sound effects on an enemy to temporarily incapacitate them.";"A non-lethal weapon designed to provide light and sound effects on an enemy to temporarily incapacitate them.";"A non-lethal weapon designed to provide light and sound effects on an enemy to temporarily incapacitate them.";"A non-lethal weapon designed to provide light and sound effects on an enemy to temporarily incapacitate them.";"A non-lethal weapon designed to provide light and sound effects on an enemy to temporarily incapacitate them.";"A non-lethal weapon designed to provide light and sound effects on an enemy to temporarily incapacitate them.";"A non-lethal weapon designed to provide light and sound effects on an enemy to temporarily incapacitate them.";"A non-lethal weapon designed to provide light and sound effects on an enemy to temporarily incapacitate them.";"A non-lethal weapon designed to provide light and sound effects on an enemy to temporarily incapacitate them.";"A non-lethal weapon designed to provide light and sound effects on an enemy to temporarily incapacitate them.";"A non-lethal weapon designed to provide light and sound effects on an enemy to temporarily incapacitate them.";"A non-lethal weapon designed to provide light and sound effects on an enemy to temporarily incapacitate them.";"A non-lethal weapon designed to provide light and sound effects on an enemy to temporarily incapacitate them.";"A non-lethal weapon designed to provide light and sound effects on an enemy to temporarily incapacitate them.";"A non-lethal weapon designed to provide light and sound effects on an enemy to temporarily incapacitate them.";"A non-lethal weapon designed to provide light and sound effects on an enemy to temporarily incapacitate them.";"A non-lethal weapon designed to provide light and sound effects on an enemy to temporarily incapacitate them.";"A non-lethal weapon designed to provide light and sound effects on an enemy to temporarily incapacitate them.";"A non-lethal weapon designed to provide light and sound effects on an enemy to temporarily incapacitate them.";"A non-lethal weapon designed to provide light and sound effects on an enemy to temporarily incapacitate them.";"A non-lethal weapon designed to provide light and sound effects on an enemy to temporarily incapacitate them.";;
"weapons/usa_fpv_drone";"FPV drone";"FPV drone";"FPV drone";"FPV drone";"FPV drone";"FPV drone";"FPV drone";"FPV drone";"FPV drone";"FPV drone";"FPV drone";"FPV drone";"FPV drone";"FPV drone";"FPV drone";"FPV drone";"FPV drone";"FPV drone";"FPV drone";"FPV drone";"FPV drone";;
"usa_fpv_drone";"FPV drone";"FPV drone";"FPV drone";"FPV drone";"FPV drone";"FPV drone";"FPV drone";"FPV drone";"FPV drone";"FPV drone";"FPV drone";"FPV drone";"FPV drone";"FPV drone";"FPV drone";"FPV drone";"FPV drone";"FPV drone";"FPV drone";"FPV drone";"FPV drone";;
"weapons/usa_fpv_drone/desc";"A quadcopter with an attached ammo from a hand-held anti-tank rocket launcher. Use against ground vehicles.";"A quadcopter with an attached ammo from a hand-held anti-tank rocket launcher. Use against ground vehicles.";"A quadcopter with an attached ammo from a hand-held anti-tank rocket launcher. Use against ground vehicles.";"A quadcopter with an attached ammo from a hand-held anti-tank rocket launcher. Use against ground vehicles.";"A quadcopter with an attached ammo from a hand-held anti-tank rocket launcher. Use against ground vehicles.";"A quadcopter with an attached ammo from a hand-held anti-tank rocket launcher. Use against ground vehicles.";"A quadcopter with an attached ammo from a hand-held anti-tank rocket launcher. Use against ground vehicles.";"A quadcopter with an attached ammo from a hand-held anti-tank rocket launcher. Use against ground vehicles.";"A quadcopter with an attached ammo from a hand-held anti-tank rocket launcher. Use against ground vehicles.";"A quadcopter with an attached ammo from a hand-held anti-tank rocket launcher. Use against ground vehicles.";"A quadcopter with an attached ammo from a hand-held anti-tank rocket launcher. Use against ground vehicles.";"A quadcopter with an attached ammo from a hand-held anti-tank rocket launcher. Use against ground vehicles.";"A quadcopter with an attached ammo from a hand-held anti-tank rocket launcher. Use against ground vehicles.";"A quadcopter with an attached ammo from a hand-held anti-tank rocket launcher. Use against ground vehicles.";"A quadcopter with an attached ammo from a hand-held anti-tank rocket launcher. Use against ground vehicles.";"A quadcopter with an attached ammo from a hand-held anti-tank rocket launcher. Use against ground vehicles.";"A quadcopter with an attached ammo from a hand-held anti-tank rocket launcher. Use against ground vehicles.";"A quadcopter with an attached ammo from a hand-held anti-tank rocket launcher. Use against ground vehicles.";"A quadcopter with an attached ammo from a hand-held anti-tank rocket launcher. Use against ground vehicles.";"A quadcopter with an attached ammo from a hand-held anti-tank rocket launcher. Use against ground vehicles.";"A quadcopter with an attached ammo from a hand-held anti-tank rocket launcher. Use against ground vehicles.";;
"weapons/usa_kamikaze_drone";"Loitering munition";"Loitering munition";"Loitering munition";"Loitering munition";"Loitering munition";"Loitering munition";"Loitering munition";"Loitering munition";"Loitering munition";"Loitering munition";"Loitering munition";"Loitering munition";"Loitering munition";"Loitering munition";"Loitering munition";"Loitering munition";"Loitering munition";"Loitering munition";"Loitering munition";"Loitering munition";"Loitering munition";;
"usa_kamikaze_drone";"Loitering munition";"Loitering munition";"Loitering munition";"Loitering munition";"Loitering munition";"Loitering munition";"Loitering munition";"Loitering munition";"Loitering munition";"Loitering munition";"Loitering munition";"Loitering munition";"Loitering munition";"Loitering munition";"Loitering munition";"Loitering munition";"Loitering munition";"Loitering munition";"Loitering munition";"Loitering munition";"Loitering munition";;
"weapons/usa_kamikaze_drone/desc";"An unmanned aerial vehicle with a warhead. Use against ground vehicles.";"An unmanned aerial vehicle with a warhead. Use against ground vehicles.";"An unmanned aerial vehicle with a warhead. Use against ground vehicles.";"An unmanned aerial vehicle with a warhead. Use against ground vehicles.";"An unmanned aerial vehicle with a warhead. Use against ground vehicles.";"An unmanned aerial vehicle with a warhead. Use against ground vehicles.";"An unmanned aerial vehicle with a warhead. Use against ground vehicles.";"An unmanned aerial vehicle with a warhead. Use against ground vehicles.";"An unmanned aerial vehicle with a warhead. Use against ground vehicles.";"An unmanned aerial vehicle with a warhead. Use against ground vehicles.";"An unmanned aerial vehicle with a warhead. Use against ground vehicles.";"An unmanned aerial vehicle with a warhead. Use against ground vehicles.";"An unmanned aerial vehicle with a warhead. Use against ground vehicles.";"An unmanned aerial vehicle with a warhead. Use against ground vehicles.";"An unmanned aerial vehicle with a warhead. Use against ground vehicles.";"An unmanned aerial vehicle with a warhead. Use against ground vehicles.";"An unmanned aerial vehicle with a warhead. Use against ground vehicles.";"An unmanned aerial vehicle with a warhead. Use against ground vehicles.";"An unmanned aerial vehicle with a warhead. Use against ground vehicles.";"An unmanned aerial vehicle with a warhead. Use against ground vehicles.";"An unmanned aerial vehicle with a warhead. Use against ground vehicles.";;
"weapons/usa_recon_drone";"Reconnaissance drone";"Reconnaissance drone";"Reconnaissance drone";"Reconnaissance drone";"Reconnaissance drone";"Reconnaissance drone";"Reconnaissance drone";"Reconnaissance drone";"Reconnaissance drone";"Reconnaissance drone";"Reconnaissance drone";"Reconnaissance drone";"Reconnaissance drone";"Reconnaissance drone";"Reconnaissance drone";"Reconnaissance drone";"Reconnaissance drone";"Reconnaissance drone";"Reconnaissance drone";"Reconnaissance drone";"Reconnaissance drone";;
"usa_recon_drone";"Reconnaissance drone";"Reconnaissance drone";"Reconnaissance drone";"Reconnaissance drone";"Reconnaissance drone";"Reconnaissance drone";"Reconnaissance drone";"Reconnaissance drone";"Reconnaissance drone";"Reconnaissance drone";"Reconnaissance drone";"Reconnaissance drone";"Reconnaissance drone";"Reconnaissance drone";"Reconnaissance drone";"Reconnaissance drone";"Reconnaissance drone";"Reconnaissance drone";"Reconnaissance drone";"Reconnaissance drone";"Reconnaissance drone";;
"weapons/usa_recon_drone/desc";"A quadcopter with software for automatic enemy recognition.";"A quadcopter with software for automatic enemy recognition.";"A quadcopter with software for automatic enemy recognition.";"A quadcopter with software for automatic enemy recognition.";"A quadcopter with software for automatic enemy recognition.";"A quadcopter with software for automatic enemy recognition.";"A quadcopter with software for automatic enemy recognition.";"A quadcopter with software for automatic enemy recognition.";"A quadcopter with software for automatic enemy recognition.";"A quadcopter with software for automatic enemy recognition.";"A quadcopter with software for automatic enemy recognition.";"A quadcopter with software for automatic enemy recognition.";"A quadcopter with software for automatic enemy recognition.";"A quadcopter with software for automatic enemy recognition.";"A quadcopter with software for automatic enemy recognition.";"A quadcopter with software for automatic enemy recognition.";"A quadcopter with software for automatic enemy recognition.";"A quadcopter with software for automatic enemy recognition.";"A quadcopter with software for automatic enemy recognition.";"A quadcopter with software for automatic enemy recognition.";"A quadcopter with software for automatic enemy recognition.";;
"weapons/ussr_fpv_drone";"FPV drone";"FPV drone";"FPV drone";"FPV drone";"FPV drone";"FPV drone";"FPV drone";"FPV drone";"FPV drone";"FPV drone";"FPV drone";"FPV drone";"FPV drone";"FPV drone";"FPV drone";"FPV drone";"FPV drone";"FPV drone";"FPV drone";"FPV drone";"FPV drone";;
"ussr_fpv_drone";"FPV drone";"FPV drone";"FPV drone";"FPV drone";"FPV drone";"FPV drone";"FPV drone";"FPV drone";"FPV drone";"FPV drone";"FPV drone";"FPV drone";"FPV drone";"FPV drone";"FPV drone";"FPV drone";"FPV drone";"FPV drone";"FPV drone";"FPV drone";"FPV drone";;
"weapons/ussr_fpv_drone/desc";"A quadcopter with an attached ammo from a hand-held anti-tank rocket launcher. Use against ground vehicles.";"A quadcopter with an attached ammo from a hand-held anti-tank rocket launcher. Use against ground vehicles.";"A quadcopter with an attached ammo from a hand-held anti-tank rocket launcher. Use against ground vehicles.";"A quadcopter with an attached ammo from a hand-held anti-tank rocket launcher. Use against ground vehicles.";"A quadcopter with an attached ammo from a hand-held anti-tank rocket launcher. Use against ground vehicles.";"A quadcopter with an attached ammo from a hand-held anti-tank rocket launcher. Use against ground vehicles.";"A quadcopter with an attached ammo from a hand-held anti-tank rocket launcher. Use against ground vehicles.";"A quadcopter with an attached ammo from a hand-held anti-tank rocket launcher. Use against ground vehicles.";"A quadcopter with an attached ammo from a hand-held anti-tank rocket launcher. Use against ground vehicles.";"A quadcopter with an attached ammo from a hand-held anti-tank rocket launcher. Use against ground vehicles.";"A quadcopter with an attached ammo from a hand-held anti-tank rocket launcher. Use against ground vehicles.";"A quadcopter with an attached ammo from a hand-held anti-tank rocket launcher. Use against ground vehicles.";"A quadcopter with an attached ammo from a hand-held anti-tank rocket launcher. Use against ground vehicles.";"A quadcopter with an attached ammo from a hand-held anti-tank rocket launcher. Use against ground vehicles.";"A quadcopter with an attached ammo from a hand-held anti-tank rocket launcher. Use against ground vehicles.";"A quadcopter with an attached ammo from a hand-held anti-tank rocket launcher. Use against ground vehicles.";"A quadcopter with an attached ammo from a hand-held anti-tank rocket launcher. Use against ground vehicles.";"A quadcopter with an attached ammo from a hand-held anti-tank rocket launcher. Use against ground vehicles.";"A quadcopter with an attached ammo from a hand-held anti-tank rocket launcher. Use against ground vehicles.";"A quadcopter with an attached ammo from a hand-held anti-tank rocket launcher. Use against ground vehicles.";"A quadcopter with an attached ammo from a hand-held anti-tank rocket launcher. Use against ground vehicles.";;
"weapons/ussr_kamikaze_drone";"Loitering munition";"Loitering munition";"Loitering munition";"Loitering munition";"Loitering munition";"Loitering munition";"Loitering munition";"Loitering munition";"Loitering munition";"Loitering munition";"Loitering munition";"Loitering munition";"Loitering munition";"Loitering munition";"Loitering munition";"Loitering munition";"Loitering munition";"Loitering munition";"Loitering munition";"Loitering munition";"Loitering munition";;
"ussr_kamikaze_drone";"Loitering munition";"Loitering munition";"Loitering munition";"Loitering munition";"Loitering munition";"Loitering munition";"Loitering munition";"Loitering munition";"Loitering munition";"Loitering munition";"Loitering munition";"Loitering munition";"Loitering munition";"Loitering munition";"Loitering munition";"Loitering munition";"Loitering munition";"Loitering munition";"Loitering munition";"Loitering munition";"Loitering munition";;
"weapons/ussr_kamikaze_drone/desc";"An unmanned aerial vehicle with a warhead. Use against ground vehicles.";"An unmanned aerial vehicle with a warhead. Use against ground vehicles.";"An unmanned aerial vehicle with a warhead. Use against ground vehicles.";"An unmanned aerial vehicle with a warhead. Use against ground vehicles.";"An unmanned aerial vehicle with a warhead. Use against ground vehicles.";"An unmanned aerial vehicle with a warhead. Use against ground vehicles.";"An unmanned aerial vehicle with a warhead. Use against ground vehicles.";"An unmanned aerial vehicle with a warhead. Use against ground vehicles.";"An unmanned aerial vehicle with a warhead. Use against ground vehicles.";"An unmanned aerial vehicle with a warhead. Use against ground vehicles.";"An unmanned aerial vehicle with a warhead. Use against ground vehicles.";"An unmanned aerial vehicle with a warhead. Use against ground vehicles.";"An unmanned aerial vehicle with a warhead. Use against ground vehicles.";"An unmanned aerial vehicle with a warhead. Use against ground vehicles.";"An unmanned aerial vehicle with a warhead. Use against ground vehicles.";"An unmanned aerial vehicle with a warhead. Use against ground vehicles.";"An unmanned aerial vehicle with a warhead. Use against ground vehicles.";"An unmanned aerial vehicle with a warhead. Use against ground vehicles.";"An unmanned aerial vehicle with a warhead. Use against ground vehicles.";"An unmanned aerial vehicle with a warhead. Use against ground vehicles.";"An unmanned aerial vehicle with a warhead. Use against ground vehicles.";;
"weapons/ussr_recon_drone";"Reconnaissance drone";"Reconnaissance drone";"Reconnaissance drone";"Reconnaissance drone";"Reconnaissance drone";"Reconnaissance drone";"Reconnaissance drone";"Reconnaissance drone";"Reconnaissance drone";"Reconnaissance drone";"Reconnaissance drone";"Reconnaissance drone";"Reconnaissance drone";"Reconnaissance drone";"Reconnaissance drone";"Reconnaissance drone";"Reconnaissance drone";"Reconnaissance drone";"Reconnaissance drone";"Reconnaissance drone";"Reconnaissance drone";;
"ussr_recon_drone";"Reconnaissance drone";"Reconnaissance drone";"Reconnaissance drone";"Reconnaissance drone";"Reconnaissance drone";"Reconnaissance drone";"Reconnaissance drone";"Reconnaissance drone";"Reconnaissance drone";"Reconnaissance drone";"Reconnaissance drone";"Reconnaissance drone";"Reconnaissance drone";"Reconnaissance drone";"Reconnaissance drone";"Reconnaissance drone";"Reconnaissance drone";"Reconnaissance drone";"Reconnaissance drone";"Reconnaissance drone";"Reconnaissance drone";;
"weapons/ussr_recon_drone/desc";"A quadcopter with software for automatic enemy recognition.";"A quadcopter with software for automatic enemy recognition.";"A quadcopter with software for automatic enemy recognition.";"A quadcopter with software for automatic enemy recognition.";"A quadcopter with software for automatic enemy recognition.";"A quadcopter with software for automatic enemy recognition.";"A quadcopter with software for automatic enemy recognition.";"A quadcopter with software for automatic enemy recognition.";"A quadcopter with software for automatic enemy recognition.";"A quadcopter with software for automatic enemy recognition.";"A quadcopter with software for automatic enemy recognition.";"A quadcopter with software for automatic enemy recognition.";"A quadcopter with software for automatic enemy recognition.";"A quadcopter with software for automatic enemy recognition.";"A quadcopter with software for automatic enemy recognition.";"A quadcopter with software for automatic enemy recognition.";"A quadcopter with software for automatic enemy recognition.";"A quadcopter with software for automatic enemy recognition.";"A quadcopter with software for automatic enemy recognition.";"A quadcopter with software for automatic enemy recognition.";"A quadcopter with software for automatic enemy recognition.";;
//ammo//
//US//
"45acp_m1911_fmj";".45 ACP, Ball, M1911";".45 ACP, Ball, M1911";".45 ACP, Ball, M1911";".45 ACP, Ball, M1911";".45 ACP, Ball, M1911";".45 ACP, Ball, M1911";".45 ACP, Ball, M1911";".45 ACP, Ball, M1911";".45 ACP, Ball, M1911";".45 ACP, Ball, M1911";".45 ACP, Ball, M1911";".45 ACP, Ball, M1911";".45 ACP, Ball, M1911";".45 ACP, Ball, M1911";".45 ACP, Ball, M1911";".45 ACP, Ball, M1911";".45 ACP, Ball, M1911";".45 ACP, Ball, M1911";".45 ACP, Ball, M1911";".45 ACP, Ball, M1911";".45 ACP, Ball, M1911";;
"45acp_jhp";".45 ACP, SP, HP +P";".45 ACP, SP, HP +P";".45 ACP, SP, HP +P";".45 ACP, SP, HP +P";".45 ACP, SP, HP +P";".45 ACP, SP, HP +P";".45 ACP, SP, HP +P";".45 ACP, SP, HP +P";".45 ACP, SP, HP +P";".45 ACP, SP, HP +P";".45 ACP, SP, HP +P";".45 ACP, SP, HP +P";".45 ACP, SP, HP +P";".45 ACP, SP, HP +P";".45 ACP, SP, HP +P";".45 ACP, SP, HP +P";".45 ACP, SP, HP +P";".45 ACP, SP, HP +P";".45 ACP, SP, HP +P";".45 ACP, SP, HP +P";".45 ACP, SP, HP +P";;
"45acp_m26_fmj_t";".45 ACP, T, M26";".45 ACP, T, M26";".45 ACP, T, M26";".45 ACP, T, M26";".45 ACP, T, M26";".45 ACP, T, M26";".45 ACP, T, M26";".45 ACP, T, M26";".45 ACP, T, M26";".45 ACP, T, M26";".45 ACP, T, M26";".45 ACP, T, M26";".45 ACP, T, M26";".45 ACP, T, M26";".45 ACP, T, M26";".45 ACP, T, M26";".45 ACP, T, M26";".45 ACP, T, M26";".45 ACP, T, M26";".45 ACP, T, M26";".45 ACP, T, M26";;
"45acp_ball";".45 ACP, Ball, M1911";".45 ACP, Ball, M1911";".45 ACP, Ball, M1911";".45 ACP, Ball, M1911";".45 ACP, Ball, M1911";".45 ACP, Ball, M1911";".45 ACP, Ball, M1911";".45 ACP, Ball, M1911";".45 ACP, Ball, M1911";".45 ACP, Ball, M1911";".45 ACP, Ball, M1911";".45 ACP, Ball, M1911";".45 ACP, Ball, M1911";".45 ACP, Ball, M1911";".45 ACP, Ball, M1911";".45 ACP, Ball, M1911";".45 ACP, Ball, M1911";".45 ACP, Ball, M1911";".45 ACP, Ball, M1911";".45 ACP, Ball, M1911";".45 ACP, Ball, M1911";;
"45acp_hp";".45 ACP, SP, HP +P";".45 ACP, SP, HP +P";".45 ACP, SP, HP +P";".45 ACP, SP, HP +P";".45 ACP, SP, HP +P";".45 ACP, SP, HP +P";".45 ACP, SP, HP +P";".45 ACP, SP, HP +P";".45 ACP, SP, HP +P";".45 ACP, SP, HP +P";".45 ACP, SP, HP +P";".45 ACP, SP, HP +P";".45 ACP, SP, HP +P";".45 ACP, SP, HP +P";".45 ACP, SP, HP +P";".45 ACP, SP, HP +P";".45 ACP, SP, HP +P";".45 ACP, SP, HP +P";".45 ACP, SP, HP +P";".45 ACP, SP, HP +P";".45 ACP, SP, HP +P";;
"5_56mm_m855_ep";"5.56x45mm, Ball, M855";"5.56x45mm, Ball, M855";"5.56x45mm, Ball, M855";"5.56x45mm, Ball, M855";"5.56x45mm, Ball, M855";"5.56x45mm, Ball, M855";"5.56x45mm, Ball, M855";"5.56x45mm, Ball, M855";"5.56x45mm, Ball, M855";"5.56x45mm, Ball, M855";"5.56x45mm, Ball, M855";"5.56x45mm, Ball, M855";"5.56x45mm, Ball, M855";"5.56x45mm, Ball, M855";"5.56x45mm, Ball, M855";"5.56x45mm, Ball, M855";"5.56x45mm, Ball, M855";"5.56x45mm, Ball, M855";"5.56x45mm, Ball, M855";"5.56x45mm, Ball, M855";"5.56x45mm, Ball, M855";;
"5_56mm_m855a1_ep";"5.56x45mm, Ball, M855A1";"5.56x45mm, Ball, M855A1";"5.56x45mm, Ball, M855A1";"5.56x45mm, Ball, M855A1";"5.56x45mm, Ball, M855A1";"5.56x45mm, Ball, M855A1";"5.56x45mm, Ball, M855A1";"5.56x45mm, Ball, M855A1";"5.56x45mm, Ball, M855A1";"5.56x45mm, Ball, M855A1";"5.56x45mm, Ball, M855A1";"5.56x45mm, Ball, M855A1";"5.56x45mm, Ball, M855A1";"5.56x45mm, Ball, M855A1";"5.56x45mm, Ball, M855A1";"5.56x45mm, Ball, M855A1";"5.56x45mm, Ball, M855A1";"5.56x45mm, Ball, M855A1";"5.56x45mm, Ball, M855A1";"5.56x45mm, Ball, M855A1";"5.56x45mm, Ball, M855A1";;
"5_56mm_m856_tracer";"5.56x45mm, T, M856";"5.56x45mm, T, M856";"5.56x45mm, T, M856";"5.56x45mm, T, M856";"5.56x45mm, T, M856";"5.56x45mm, T, M856";"5.56x45mm, T, M856";"5.56x45mm, T, M856";"5.56x45mm, T, M856";"5.56x45mm, T, M856";"5.56x45mm, T, M856";"5.56x45mm, T, M856";"5.56x45mm, T, M856";"5.56x45mm, T, M856";"5.56x45mm, T, M856";"5.56x45mm, T, M856";"5.56x45mm, T, M856";"5.56x45mm, T, M856";"5.56x45mm, T, M856";"5.56x45mm, T, M856";"5.56x45mm, T, M856";;
"5_56mm_m995_ap";"5.56x45mm, AP, M995";"5.56x45mm, AP, M995";"5.56x45mm, AP, M995";"5.56x45mm, AP, M995";"5.56x45mm, AP, M995";"5.56x45mm, AP, M995";"5.56x45mm, AP, M995";"5.56x45mm, AP, M995";"5.56x45mm, AP, M995";"5.56x45mm, AP, M995";"5.56x45mm, AP, M995";"5.56x45mm, AP, M995";"5.56x45mm, AP, M995";"5.56x45mm, AP, M995";"5.56x45mm, AP, M995";"5.56x45mm, AP, M995";"5.56x45mm, AP, M995";"5.56x45mm, AP, M995";"5.56x45mm, AP, M995";"5.56x45mm, AP, M995";"5.56x45mm, AP, M995";;
