"<ID|readonly|noverify>";"<English>";"<French>";"<Italian>";"<German>";"<Spanish>";"<Russian>";"<Polish>";"<Czech>";"<Turkish>";"<Chinese>";"<Japanese>";"<Portuguese>";"<Ukrainian>";"<Serbian>";"<Hungarian>";"<Korean>";"<Belarusian>";"<Romanian>";"<TChinese>";"<HChinese>";"<Vietnamese>";"<Comments>";"<max_chars>"
"title_thunder_league/desc";"<color=#CCA43B>Awarded for:</color> Reaching the $10,000 milestone while owning the Dog Tags during the 2016 ""Thunder League""";"<color=#CCA43B>Awarded for:</color> Reaching the $10,000 milestone while owning the Dog Tags during the 2016 ""Thunder League""";"<color=#CCA43B>Awarded for:</color> Reaching the $10,000 milestone while owning the Dog Tags during the 2016 ""Thunder League""";"<color=#CCA43B>Awarded for:</color> Reaching the $10,000 milestone while owning the Dog Tags during the 2016 ""Thunder League""";"<color=#CCA43B>Awarded for:</color> Reaching the $10,000 milestone while owning the Dog Tags during the 2016 ""Thunder League""";"<color=#CCA43B>Awarded for:</color> Reaching the $10,000 milestone while owning the Dog Tags during the 2016 ""Thunder League""";"<color=#CCA43B>Awarded for:</color> Reaching the $10,000 milestone while owning the Dog Tags during the 2016 ""Thunder League""";"<color=#CCA43B>Awarded for:</color> Reaching the $10,000 milestone while owning the Dog Tags during the 2016 ""Thunder League""";"<color=#CCA43B>Awarded for:</color> Reaching the $10,000 milestone while owning the Dog Tags during the 2016 ""Thunder League""";"<color=#CCA43B>Awarded for:</color> Reaching the $10,000 milestone while owning the Dog Tags during the 2016 ""Thunder League""";"<color=#CCA43B>Awarded for:</color> Reaching the $10,000 milestone while owning the Dog Tags during the 2016 ""Thunder League""";"<color=#CCA43B>Awarded for:</color> Reaching the $10,000 milestone while owning the Dog Tags during the 2016 ""Thunder League""";"<color=#CCA43B>Awarded for:</color> Reaching the $10,000 milestone while owning the Dog Tags during the 2016 ""Thunder League""";"<color=#CCA43B>Awarded for:</color> Reaching the $10,000 milestone while owning the Dog Tags during the 2016 ""Thunder League""";"<color=#CCA43B>Awarded for:</color> Reaching the $10,000 milestone while owning the Dog Tags during the 2016 ""Thunder League""";"<color=#CCA43B>Awarded for:</color> Reaching the $10,000 milestone while owning the Dog Tags during the 2016 ""Thunder League""";"<color=#CCA43B>Awarded for:</color> Reaching the $10,000 milestone while owning the Dog Tags during the 2016 ""Thunder League""";"<color=#CCA43B>Awarded for:</color> Reaching the $10,000 milestone while owning the Dog Tags during the 2016 ""Thunder League""";"<color=#CCA43B>Awarded for:</color> Reaching the $10,000 milestone while owning the Dog Tags during the 2016 ""Thunder League""";"<color=#CCA43B>Awarded for:</color> Reaching the $10,000 milestone while owning the Dog Tags during the 2016 ""Thunder League""";"<color=#CCA43B>Awarded for:</color> Reaching the $10,000 milestone while owning the Dog Tags during the 2016 ""Thunder League""";;
"title/thunder_league_stormer";"Stormer";"Stormer";"Assaltatore";"Stürmer";"Stormer";"Гром и молнии";"Wzburzony";"Stormer";"Hücumcu";"一\t往\t无\t前";"Stormer";"Stormer";"Грім та блискавки";"Jurišnik";"Tomboló";"돌격대원";"Гром і маланкі";"Stormer";"風\t暴\t兵";"Stormer";"Bão Tố";;
"title_thunder_league_stormer/desc";"<color=#CCA43B>Awarded for:</color> Reaching the $10,000 milestone while owning the Dog Tags during the 2016 ""Thunder League""";"<color=#CCA43B>Awarded for:</color> Reaching the $10,000 milestone while owning the Dog Tags during the 2016 ""Thunder League""";"<color=#CCA43B>Awarded for:</color> Reaching the $10,000 milestone while owning the Dog Tags during the 2016 ""Thunder League""";"<color=#CCA43B>Awarded for:</color> Reaching the $10,000 milestone while owning the Dog Tags during the 2016 ""Thunder League""";"<color=#CCA43B>Awarded for:</color> Reaching the $10,000 milestone while owning the Dog Tags during the 2016 ""Thunder League""";"<color=#CCA43B>Awarded for:</color> Reaching the $10,000 milestone while owning the Dog Tags during the 2016 ""Thunder League""";"<color=#CCA43B>Awarded for:</color> Reaching the $10,000 milestone while owning the Dog Tags during the 2016 ""Thunder League""";"<color=#CCA43B>Awarded for:</color> Reaching the $10,000 milestone while owning the Dog Tags during the 2016 ""Thunder League""";"<color=#CCA43B>Awarded for:</color> Reaching the $10,000 milestone while owning the Dog Tags during the 2016 ""Thunder League""";"<color=#CCA43B>Awarded for:</color> Reaching the $10,000 milestone while owning the Dog Tags during the 2016 ""Thunder League""";"<color=#CCA43B>Awarded for:</color> Reaching the $10,000 milestone while owning the Dog Tags during the 2016 ""Thunder League""";"<color=#CCA43B>Awarded for:</color> Reaching the $10,000 milestone while owning the Dog Tags during the 2016 ""Thunder League""";"<color=#CCA43B>Awarded for:</color> Reaching the $10,000 milestone while owning the Dog Tags during the 2016 ""Thunder League""";"<color=#CCA43B>Awarded for:</color> Reaching the $10,000 milestone while owning the Dog Tags during the 2016 ""Thunder League""";"<color=#CCA43B>Awarded for:</color> Reaching the $10,000 milestone while owning the Dog Tags during the 2016 ""Thunder League""";"<color=#CCA43B>Awarded for:</color> Reaching the $10,000 milestone while owning the Dog Tags during the 2016 ""Thunder League""";"<color=#CCA43B>Awarded for:</color> Reaching the $10,000 milestone while owning the Dog Tags during the 2016 ""Thunder League""";"<color=#CCA43B>Awarded for:</color> Reaching the $10,000 milestone while owning the Dog Tags during the 2016 ""Thunder League""";"<color=#CCA43B>Awarded for:</color> Reaching the $10,000 milestone while owning the Dog Tags during the 2016 ""Thunder League""";"<color=#CCA43B>Awarded for:</color> Reaching the $10,000 milestone while owning the Dog Tags during the 2016 ""Thunder League""";"<color=#CCA43B>Awarded for:</color> Reaching the $10,000 milestone while owning the Dog Tags during the 2016 ""Thunder League""";;
"title/title_00_section";"00 section";"Section 00";"Sezione 00";"Sektion 00";"Sección 00";"00 section";"Sekcja 00";"00 section";"00 section";"00 区\t域";"00\tセクション";"Secção 00";"00 section";"00 section";"00 section";"00 구역";"00 section";"00 section";"00 區\t域";"00 section";"Phần 00";;
"title_00_section/desc";"<color=#CCA43B>Awarded for:</color> Unlocking the F-5E camouflage during the Area 88 Collab";"<color=#CCA43B>Awarded for:</color> Unlocking the F-5E camouflage during the Area 88 Collab";"<color=#CCA43B>Awarded for:</color> Unlocking the F-5E camouflage during the Area 88 Collab";"<color=#CCA43B>Awarded for:</color> Unlocking the F-5E camouflage during the Area 88 Collab";"<color=#CCA43B>Awarded for:</color> Unlocking the F-5E camouflage during the Area 88 Collab";"<color=#CCA43B>Awarded for:</color> Unlocking the F-5E camouflage during the Area 88 Collab";"<color=#CCA43B>Awarded for:</color> Unlocking the F-5E camouflage during the Area 88 Collab";"<color=#CCA43B>Awarded for:</color> Unlocking the F-5E camouflage during the Area 88 Collab";"<color=#CCA43B>Awarded for:</color> Unlocking the F-5E camouflage during the Area 88 Collab";"<color=#CCA43B>Awarded for:</color> Unlocking the F-5E camouflage during the Area 88 Collab";"<color=#CCA43B>Awarded for:</color> Unlocking the F-5E camouflage during the Area 88 Collab";"<color=#CCA43B>Awarded for:</color> Unlocking the F-5E camouflage during the Area 88 Collab";"<color=#CCA43B>Awarded for:</color> Unlocking the F-5E camouflage during the Area 88 Collab";"<color=#CCA43B>Awarded for:</color> Unlocking the F-5E camouflage during the Area 88 Collab";"<color=#CCA43B>Awarded for:</color> Unlocking the F-5E camouflage during the Area 88 Collab";"<color=#CCA43B>Awarded for:</color> Unlocking the F-5E camouflage during the Area 88 Collab";"<color=#CCA43B>Awarded for:</color> Unlocking the F-5E camouflage during the Area 88 Collab";"<color=#CCA43B>Awarded for:</color> Unlocking the F-5E camouflage during the Area 88 Collab";"<color=#CCA43B>Awarded for:</color> Unlocking the F-5E camouflage during the Area 88 Collab";"<color=#CCA43B>Awarded for:</color> Unlocking the F-5E camouflage during the Area 88 Collab";"<color=#CCA43B>Awarded for:</color> Unlocking the F-5E camouflage during the Area 88 Collab";;
"title/title_10th_anniversary";"╊10╋";"╊10╋";"╊10╋";"╊10╋";"╊10╋";"╊10╋";"╊10╋";"╊10╋";"╊10╋";"╊\t十\t╋";"╊10╋";"╊10╋";"╊10╋";"╊10╋";"╊10╋";"╊10╋";"╊10╋";"╊10╋";"╊\t10\t╋";"╊\t10\t╋";"╊10╋";;
"title_10th_anniversary/desc";"<color=#CCA43B>Awarded for:</color> Unlock 1 Mark of Distinction during the 2022 ""Dreams come true"" event";"<color=#CCA43B>Awarded for:</color> Unlock 1 Mark of Distinction during the 2022 ""Dreams come true"" event";"<color=#CCA43B>Awarded for:</color> Unlock 1 Mark of Distinction during the 2022 ""Dreams come true"" event";"<color=#CCA43B>Awarded for:</color> Unlock 1 Mark of Distinction during the 2022 ""Dreams come true"" event";"<color=#CCA43B>Awarded for:</color> Unlock 1 Mark of Distinction during the 2022 ""Dreams come true"" event";"<color=#CCA43B>Awarded for:</color> Unlock 1 Mark of Distinction during the 2022 ""Dreams come true"" event";"<color=#CCA43B>Awarded for:</color> Unlock 1 Mark of Distinction during the 2022 ""Dreams come true"" event";"<color=#CCA43B>Awarded for:</color> Unlock 1 Mark of Distinction during the 2022 ""Dreams come true"" event";"<color=#CCA43B>Awarded for:</color> Unlock 1 Mark of Distinction during the 2022 ""Dreams come true"" event";"<color=#CCA43B>Awarded for:</color> Unlock 1 Mark of Distinction during the 2022 ""Dreams come true"" event";"<color=#CCA43B>Awarded for:</color> Unlock 1 Mark of Distinction during the 2022 ""Dreams come true"" event";"<color=#CCA43B>Awarded for:</color> Unlock 1 Mark of Distinction during the 2022 ""Dreams come true"" event";"<color=#CCA43B>Awarded for:</color> Unlock 1 Mark of Distinction during the 2022 ""Dreams come true"" event";"<color=#CCA43B>Awarded for:</color> Unlock 1 Mark of Distinction during the 2022 ""Dreams come true"" event";"<color=#CCA43B>Awarded for:</color> Unlock 1 Mark of Distinction during the 2022 ""Dreams come true"" event";"<color=#CCA43B>Awarded for:</color> Unlock 1 Mark of Distinction during the 2022 ""Dreams come true"" event";"<color=#CCA43B>Awarded for:</color> Unlock 1 Mark of Distinction during the 2022 ""Dreams come true"" event";"<color=#CCA43B>Awarded for:</color> Unlock 1 Mark of Distinction during the 2022 ""Dreams come true"" event";"<color=#CCA43B>Awarded for:</color> Unlock 1 Mark of Distinction during the 2022 ""Dreams come true"" event";"<color=#CCA43B>Awarded for:</color> Unlock 1 Mark of Distinction during the 2022 ""Dreams come true"" event";"<color=#CCA43B>Awarded for:</color> Unlock 1 Mark of Distinction during the 2022 ""Dreams come true"" event";;
"title/title_150_level_attack_pilot";"Level 150 Attack Pilot";"Pilote d'attaque niveau 150";"Pilota d'attacco livello 150";"Level 150 Kampfpilot";"Piloto de ataque Nivel 150";"Штурмовик 150-го уровня";"Poziom 150 Pilot szturmowca";"Bitevní pilot úroveň 150";"Seviye 150 Saldırı Pilotu";"150 级\t攻\t击\t机\t飞\t行\t员";"レベル\t150戦闘\tパイロット";"Piloto de Ataque Nível 150";"Штурмовик 150 рівня";"Level 150 Attack Pilot";"Level 150 Attack Pilot";"150 레벨 공격기 조종사";"Штурмовик 150-го уровня";"Level 150 Attack Pilot";"150 級\t攻\t擊\t機\t飛\t行\t員";"Level 150 Attack Pilot";"Phi công Cường kích Cấp 150";;
"title_150_level_attack_pilot/desc";"<color=#CCA43B>Awarded for:</color> Reaching level 150 during Snail Pass №VI ""Firepower""";"<color=#CCA43B>Awarded for:</color> Reaching level 150 during Snail Pass №VI ""Firepower""";"<color=#CCA43B>Awarded for:</color> Reaching level 150 during Snail Pass №VI ""Firepower""";"<color=#CCA43B>Awarded for:</color> Reaching level 150 during Snail Pass №VI ""Firepower""";"<color=#CCA43B>Awarded for:</color> Reaching level 150 during Snail Pass №VI ""Firepower""";"<color=#CCA43B>Awarded for:</color> Reaching level 150 during Snail Pass №VI ""Firepower""";"<color=#CCA43B>Awarded for:</color> Reaching level 150 during Snail Pass №VI ""Firepower""";"<color=#CCA43B>Awarded for:</color> Reaching level 150 during Snail Pass №VI ""Firepower""";"<color=#CCA43B>Awarded for:</color> Reaching level 150 during Snail Pass №VI ""Firepower""";"<color=#CCA43B>Awarded for:</color> Reaching level 150 during Snail Pass №VI ""Firepower""";"<color=#CCA43B>Awarded for:</color> Reaching level 150 during Snail Pass №VI ""Firepower""";"<color=#CCA43B>Awarded for:</color> Reaching level 150 during Snail Pass №VI ""Firepower""";"<color=#CCA43B>Awarded for:</color> Reaching level 150 during Snail Pass №VI ""Firepower""";"<color=#CCA43B>Awarded for:</color> Reaching level 150 during Snail Pass №VI ""Firepower""";"<color=#CCA43B>Awarded for:</color> Reaching level 150 during Snail Pass №VI ""Firepower""";"<color=#CCA43B>Awarded for:</color> Reaching level 150 during Snail Pass №VI ""Firepower""";"<color=#CCA43B>Awarded for:</color> Reaching level 150 during Snail Pass №VI ""Firepower""";"<color=#CCA43B>Awarded for:</color> Reaching level 150 during Snail Pass №VI ""Firepower""";"<color=#CCA43B>Awarded for:</color> Reaching level 150 during Snail Pass №VI ""Firepower""";"<color=#CCA43B>Awarded for:</color> Reaching level 150 during Snail Pass №VI ""Firepower""";"<color=#CCA43B>Awarded for:</color> Reaching level 150 during Snail Pass №VI ""Firepower""";;

"title/title_1v1_racer";"1v1 Racer";"1v1 Racer";"Corridore 1v1";"1v1 Rennfahrer";"Corredor 1v1";"Гонщик 1 на 1";"Wyścigowiec 1 na 1";"1v1 závodník";"1v1 Yarışçı";"1v1 赛\t手";"1v1 Racer";"Corredor 1v1";"Гонщик 1 на 1";"1v1 Racer";"1v1 versenyző";"1대1 레이서";"1v1 Racer";"1v1 Racer";"1v1 尬\t車\t手";"1v1 Racer";"Tay đua 1v1";;
"title/title_2v2_master";"2v2 Master-Duelist";"Maître duelliste 2v2";"Maestro Duellante 2v2";"2v2-Duellmeister";"Maestro Duelista 2v2";"Мастер-дуэлянт 2v2";"Mistrz pojedynków 2 na 2";"Mistr duelant 2 vs. 2";"2v2 Usta-düellocu";"2v2 大\t师";"2v2 マスターデュエリスト";"Mestre-Duelista 2v2";"2v2 Майстер-дуелянт";"2 na 2 Majstor-duelist";"2v2 párbajmester";"2대2 마스터 듀얼리스트";"Майстар-дуэлянт 2v2";"2v2 Master-Duelist";"2v2 大\t師\t決\t鬥";"2v2 Master-Duelist";"Bậc Thầy Tay đôi 2v2";;
"title/title_above_all";"Above All";"Above All";"Sopra a Tutti";"Über alle";"Por Encima de Todo";"Выше всех";"Ponad Wszystkimi";"Above All";"Hepsinin Üstünde";"凌\t云\t之\t志";"Above All";"Above All";"Перш за все";"Above All";"Above All";"만물의 위에서";"Выше всех";"Above All";"凌\t雲\t之\t志";"Above All";"Một Trên Vạn Người";;
"title/title_ace_of_the_sky";"Ace of the Sky";"As du Ciel";"Asso del Cielo";"Ass der Lüfte";"As del Cielo";"Ас Неба";"As przestworzy";"Eso oblohy";"Gökyüzündeki As";"长\t空\t之\t王";"Ace of the Sky";"Ás do Céu";"Герой небес";"Ace of the Sky";"Ace of the Sky";"하늘의 에이스";"Ас Неба";"Ace of the Sky";"長\t空\t之\t王";"Ace of the Sky";"Kỳ cựu bầu trời";;
"title/title_action_hero";"Action hero";"Héros d'action";"Eroe d'Azione";"Action Hero";"Héroe de acción";"Герой боевиков";"Bohater Akcji";"Akční hrdina";"Aksiyon Kahramanı";"动\t作\t剧\t英\t雄";"Action hero";"Herói de Ação";"Герой бойовиків";"Action hero";"Action hero";"액션 히어로";"Герой боевиков";"Action hero";"動\t作\t劇\t英\t雄";"Action hero";"Anh hùng hành động";;
"title/title_adamant";"Adamant";"Inébranlable";"Diamantato";"Adamant";"Adamante";"Несокрушимый";"Twardy jak Skała";"Nezdolný";"Elmas";"坚\t定\t不\t移";"Adamant";"Irredutível";"Непоборний";"Adamant";"Adamant";"금강불괴";"Несокрушимый";"Adamant";"堅\t定\t不\t移";"Adamant";"Sắt đá";;
"title_adamant/desc";"<color=#CCA43B>Awarded for:</color> Marat pre-order";"<color=#CCA43B>Awarded for:</color> Marat pre-order";"<color=#CCA43B>Awarded for:</color> Marat pre-order";"<color=#CCA43B>Awarded for:</color> Marat pre-order";"<color=#CCA43B>Awarded for:</color> Marat pre-order";"<color=#CCA43B>Awarded for:</color> Marat pre-order";"<color=#CCA43B>Awarded for:</color> Marat pre-order";"<color=#CCA43B>Awarded for:</color> Marat pre-order";"<color=#CCA43B>Awarded for:</color> Marat pre-order";"<color=#CCA43B>Awarded for:</color> Marat pre-order";"<color=#CCA43B>Awarded for:</color> Marat pre-order";"<color=#CCA43B>Awarded for:</color> Marat pre-order";"<color=#CCA43B>Awarded for:</color> Marat pre-order";"<color=#CCA43B>Awarded for:</color> Marat pre-order";"<color=#CCA43B>Awarded for:</color> Marat pre-order";"<color=#CCA43B>Awarded for:</color> Marat pre-order";"<color=#CCA43B>Awarded for:</color> Marat pre-order";"<color=#CCA43B>Awarded for:</color> Marat pre-order";"<color=#CCA43B>Awarded for:</color> Marat pre-order";"<color=#CCA43B>Awarded for:</color> Marat pre-order";"<color=#CCA43B>Awarded for:</color> Marat pre-order";;

"title/title_adamant_fortress";"Adamant Fortress";"Adamant Fortress";"Fortezza Inespugnabile";"Felsenfeste Festung";"Fortaleza Adamante";"Незыблемая крепость";"Diamentowa Forteca";"Adamant Fortress";"Yenilmez Kale";"国\t之\t干\t城";"Adamant Fortress";"Fortaleza Firme";"Фортеця «Адамант»";"Adamant Fortress";"Adamant Fortress";"든든한 요새";"Незыблемая крепость";"Adamant Fortress";"國\t之\t干\t城";"Adamant Fortress";"Pháo Đài Kiên Cố";;
"title/title_aerial_predator";"Aerial Predator";"Prédateur aérien";"Predatore Aereo";"Raubtier der Lüfte";"Depredador Aéreo";"Воздушный хищник";"Podniebny Drapieżnik";"Letecký predátor";"Avcı Kuş";"鲨\t影\t贯\t空";"Aerial Predator";"Predador Aéreo";"Повітряний хижак";"Aerial Predator";"Aerial Predator";"공중의 포식자";"Воздушный хищник";"Aerial Predator";"鯊\t影\t貫\t空";"Aerial Predator";"Kẻ Săn Mồi Từ Trên Không";;
"title_aerial_predator/desc";"<color=#CCA43B>Awarded for:</color> F-20A pre-order";"<color=#CCA43B>Awarded for:</color> F-20A pre-order";"<color=#CCA43B>Awarded for:</color> F-20A pre-order";"<color=#CCA43B>Awarded for:</color> F-20A pre-order";"<color=#CCA43B>Awarded for:</color> F-20A pre-order";"<color=#CCA43B>Awarded for:</color> F-20A pre-order";"<color=#CCA43B>Awarded for:</color> F-20A pre-order";"<color=#CCA43B>Awarded for:</color> F-20A pre-order";"<color=#CCA43B>Awarded for:</color> F-20A pre-order";"<color=#CCA43B>Awarded for:</color> F-20A pre-order";"<color=#CCA43B>Awarded for:</color> F-20A pre-order";"<color=#CCA43B>Awarded for:</color> F-20A pre-order";"<color=#CCA43B>Awarded for:</color> F-20A pre-order";"<color=#CCA43B>Awarded for:</color> F-20A pre-order";"<color=#CCA43B>Awarded for:</color> F-20A pre-order";"<color=#CCA43B>Awarded for:</color> F-20A pre-order";"<color=#CCA43B>Awarded for:</color> F-20A pre-order";"<color=#CCA43B>Awarded for:</color> F-20A pre-order";"<color=#CCA43B>Awarded for:</color> F-20A pre-order";"<color=#CCA43B>Awarded for:</color> F-20A pre-order";"<color=#CCA43B>Awarded for:</color> F-20A pre-order";;

"title/title_aerial_supremacy";"Aerial Supremacy";"Suprématie aérienne";"Supremazia Aerea";"Luftüberlegenheit";"Supremacía Aérea";"Aerial Supremacy";"Powietrzna Dominacja";"Vzdušná nadvláda";"Hava Üstünlüğü";"长\t空\t霸\t主";"Aerial Supremacy";"Aerial Supremacy";"Aerial Supremacy";"Aerial Supremacy";"Aerial Supremacy";"공중의 패왕";"Aerial Supremacy";"Aerial Supremacy";"天\t空\t霸\t權";"Aerial Supremacy";"Ưu thế trên không";;
"title/title_aggressor";"Aggressor";"Aggressor";"Aggressore";"Aggressor";"Agresor";"Агрессор";"Agresor";"Agresor";"Saldırgan";"入\t侵\t者";"Aggressor";"Aggressor";"Агресор";"Aggressor";"Aggressor";"어그레서";"Агрессор";"Aggressor";"入\t侵\t者";"Aggressor";"Kẻ xâm lược";;
"title_aggressor/desc";"<color=#CCA43B>Awarded for:</color> F-5C pre-order";"<color=#CCA43B>Awarded for:</color> F-5C pre-order";"<color=#CCA43B>Awarded for:</color> F-5C pre-order";"<color=#CCA43B>Awarded for:</color> F-5C pre-order";"<color=#CCA43B>Awarded for:</color> F-5C pre-order";"<color=#CCA43B>Awarded for:</color> F-5C pre-order";"<color=#CCA43B>Awarded for:</color> F-5C pre-order";"<color=#CCA43B>Awarded for:</color> F-5C pre-order";"<color=#CCA43B>Awarded for:</color> F-5C pre-order";"<color=#CCA43B>Awarded for:</color> F-5C pre-order";"<color=#CCA43B>Awarded for:</color> F-5C pre-order";"<color=#CCA43B>Awarded for:</color> F-5C pre-order";"<color=#CCA43B>Awarded for:</color> F-5C pre-order";"<color=#CCA43B>Awarded for:</color> F-5C pre-order";"<color=#CCA43B>Awarded for:</color> F-5C pre-order";"<color=#CCA43B>Awarded for:</color> F-5C pre-order";"<color=#CCA43B>Awarded for:</color> F-5C pre-order";"<color=#CCA43B>Awarded for:</color> F-5C pre-order";"<color=#CCA43B>Awarded for:</color> F-5C pre-order";"<color=#CCA43B>Awarded for:</color> F-5C pre-order";"<color=#CCA43B>Awarded for:</color> F-5C pre-order";;
